path	ngenes_tscore	ngenes_path	mean_dev_geno	sd_dev_geno	mean_test_dev_geno	sd_test_dev_geno	mean_gene_corr	sd_gene_corr	CAD_HARD_beta	CAD_HARD_se_beta	CAD_HARD_z_t	CAD_HARD_pval	CAD_HARD_qval	CAD_HARD_BHcorr	genes_path	improvement_sign	tissue	CAD_HARD_BHcorr_overall
Allograft Rejection WP2328	27	89	0.286382216107656	0.233408907616297	0.250449699313822	0.237709305265372	0.0162306352193913	0.156080829456359	-0.000211333226047869	0.000107978913436351	-1.95717125985381	0.0503273365975951	0.271809191244803	0.333525230672198	CASP9,CASP8,BHMT2,IL4,HARS,HLA-G,HLA-A,HLA-C,HLA-B,MICA,C4A,C4B,HLA-DRA,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DOB,HLA-DPA1,HLA-DPB1,C5,VIM,FAS,CASP7,LRRK2,CD40	FALSE	Adipose_Subcutaneous	0.319254985518334
Alpha 6 Beta 4 signaling pathway WP244	6	33	0.0670143399297893	0.04317619742684	0.0392984759562813	0.0368808030256372	-0.000497076536796245	0.00172094516295317	3.90997653744685e-05	6.08565414231319e-05	0.642490757116973	0.520554588729451	0.648882517549446	0.796215500858174	LAMC2,ITGA6,LAMB1,HRAS,PRKCA,GRB2	FALSE	Adipose_Subcutaneous	0.810235589977003
Alzheimers Disease WP2059	13	83	0.0858913937526848	0.0921553693327932	0.0569199480939609	0.0853535509608419	-0.000181887640184973	0.00173100005471934	-0.000243454519571121	8.94728603256039e-05	-2.72098733275271	0.00650872555825863	0.146762202018958	0.180085511671484	CASP9,PPP3R1,CASP8,GSK3B,AGER,LPL,FAS,CASP7,APAF1,PSEN1,PLCB2,GRIN2D,BID	FALSE	Adipose_Subcutaneous	0.137155244360395
Amino Acid metabolism WP3925	18	91	0.0984313281046827	0.109863016063259	0.0680805961248542	0.0946372557240923	0.00416475080351868	0.0548579599350906	4.92527351511499e-05	0.000101605948610643	0.484742633916919	0.627858919969723	0.69953305021723	0.858366565413152	GCLM,MDH1,G6PC2,HIBCH,GLS,CPS1,LARS2,MCCC1,ADH4,ADH1C,BHMT,ALDH7A1,SDS,FAH,GOT2,ACLY,FTCD,ACO2	FALSE	Adipose_Subcutaneous	0.869322886677811
Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678	2	17	0.0393478218973419	0.0357114359457902	0.0162902483585345	0.00785618396699918	-0.000926639432514232	NA	-3.0412638792137e-05	3.51921870823804e-05	-0.864187233403395	0.387485044242657	0.556091097922319	0.682355187695824	CXCR4,PIK3CG	FALSE	Adipose_Subcutaneous	0.729606524825455
Amyotrophic lateral sclerosis (ALS) WP2447	9	38	0.039066647468722	0.0255852560029473	0.0163010148616129	0.0273535720052379	0.000222353920034953	0.00172703953521057	-0.000101590256633932	7.42258656041116e-05	-1.36866381829442	0.171104385187025	0.425386942914436	0.521973806738191	CASP9,ALS2,MAP3K5,DERL1,CAT,APAF1,BCL2,BCL2L1,BID	FALSE	Adipose_Subcutaneous	0.537568557050274
Androgen receptor signaling pathway WP138	10	90	0.0501279093856758	0.0378445684005777	0.0191492662874714	0.0230742396995592	-3.49592502534246e-05	0.00160998487509492	3.36129685839226e-05	7.84150317964351e-05	0.428654657326183	0.668174562875419	0.709709936958168	0.870854180280963	PRDX1,NCOA1,CTNNB1,GSK3B,RNF14,CAV1,SP1,PIAS1,PIAS2,EFCAB6	FALSE	Adipose_Subcutaneous	0.886950949690575
Angiogenesis WP1539	3	24	0.0277224183919772	0.0168694881449751	0.0103353094942464	0.0102611968936493	-0.000505513987406301	0.00112844495669889	-0.000122851269658902	4.29722735994906e-05	-2.85884965743023	0.00425180240461925	0.123878637031994	0.152006084865033	ARNT,SMAD1,MMP9	FALSE	Adipose_Subcutaneous	0.112170284075595
Angiopoietin Like Protein 8 Regulatory Pathway WP3915	22	132	0.054678963529922	0.0534224016995492	0.024786802101739	0.0331780386116694	0.000198228358331737	0.00182267907856285	-6.98706217531926e-05	0.000116027073895867	-0.60219239705985	0.547046075976354	0.657952921569624	0.807345398928454	MAP3K2,RAF1,GSK3B,PIK3R4,PIK3CB,MAPK9,MAP3K5,MLXIPL,PIK3CG,LPL,MAPK8,HRAS,NR1H3,MAP3K11,CBL,SLCO1C1,SOS2,MAP3K9,MAP2K5,SHC2,MAP3K10,MAPK12	FALSE	Adipose_Subcutaneous	0.824594137134858
Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864	9	53	0.0919691676533659	0.100288132271247	0.0649720785127294	0.0898790469221156	-0.000205558467272586	0.0017018421137241	-0.000100353692213748	7.450231351345e-05	-1.34698759650774	0.177984227470023	0.425386942914436	0.521973806738191	SERBP1,ANXA5,F2R,CTNNA1,TRAF1,VIM,HELLS,CASP7,CARD14	FALSE	Adipose_Subcutaneous	0.543599173202454
Apoptosis Modulation and Signaling WP1772	24	91	0.0717095270627645	0.0737102302363086	0.0439330016704454	0.0693685266142255	-0.0002810506064394	0.0036863797479448	0.000143026111998217	0.000121866799511443	1.17362655433309	0.240544640183215	0.488596555517969	0.59953557176808	TNFRSF25,DFFA,CASP9,IL1R1,CASP8,BOK,BAK1,MAP3K5,TNFRSF10C,TNFRSF10A,TNFRSF11B,ENDOG,MAPK8,FAS,CASP7,BAG3,TOLLIP,MADD,BIRC3,APAF1,BCL2,BCL2L1,BIRC7,BID	FALSE	Adipose_Subcutaneous	0.614383503652411
Apoptosis Modulation by HSP70 WP384	6	19	0.143478391440539	0.11177909976632	0.109473434476951	0.104822062296221	-0.000186651078612469	0.00205774169585136	-7.89952963171088e-05	6.07383561606699e-05	-1.30058337614775	0.193401100283172	0.433752839932903	0.532239234923623	CASP9,CASP8,FAS,CASP7,APAF1,BID	FALSE	Adipose_Subcutaneous	0.565799465594518
Apoptosis WP254	16	84	0.0822100590064858	0.0847919038275427	0.0555531114232538	0.079395186970052	-0.000324141056529272	0.0017804270374905	-0.000148372087802973	9.94712898840622e-05	-1.49160715595331	0.135802161140784	0.373297511002906	0.458057131535585	TNFRSF25,DFFA,CASP9,IRF6,CASP8,BOK,BAK1,TRAF1,FAS,HELLS,CASP7,BIRC3,APAF1,BCL2,BCL2L1,BID	FALSE	Adipose_Subcutaneous	0.490218936959221
Arachidonate Epoxygenase / Epoxide Hydrolase WP678	5	7	0.083676745371482	0.077087782049324	0.0284768719019323	0.0325024515047362	0.0136254515572628	0.0370994825295642	-1.49752530631174e-05	5.40391471251336e-05	-0.277118604933578	0.781689036385631	0.770931718272799	0.945976764037652	EPHX2,CYP2C9,CYP2C8,COX8A,GSTP1	FALSE	Adipose_Subcutaneous	0.93540861327147
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	14	74	0.0741892327571262	0.0817725907123136	0.0434540056047954	0.0775909483522193	0.00140192319328456	0.0120986745088203	5.03139595366077e-05	9.1925460608313e-05	0.547334320694801	0.584149069037022	0.679337093186803	0.833584985377648	ITGB6,ITGA6,ITGA4,ITGA9,CTNNB1,ITGA1,ITGA2,CTNNA1,DSP,ACTN3,SGCG,ITGA11,ITGB3,ACTN4	FALSE	Adipose_Subcutaneous	0.844288601643427
Aryl Hydrocarbon Receptor Pathway WP2873	6	46	0.0572862696407259	0.0502115911007447	0.0336146803013456	0.0356333131732474	-0.000340509649453149	0.00134706005162488	6.77751013301489e-06	6.06816474884168e-05	0.111689619737312	0.911069510079608	0.790863153226882	0.970433760544076	ARNT,NCOA1,CAP2,MYOF,MGST1,SLC7A5	FALSE	Adipose_Subcutaneous	0.977787675983577
Aryl Hydrocarbon Receptor WP2586	5	46	0.0342687875719726	0.00932796482777453	0.0100298506765553	0.00776152408631406	0.000349216005331163	0.00166845380680735	-0.000122909830207527	5.53463655252381e-05	-2.22073895984155	0.0263686470195385	0.196855463612379	0.241552773141025	ARNT,RAF1,LPL,RET,HRAS	FALSE	Adipose_Subcutaneous	0.248285978346367
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680	13	66	0.0348178255048573	0.0279611549989036	0.0129084382593893	0.0173593280101939	4.7391691737471e-05	0.00158047951332664	8.19159722281292e-05	8.93454698174662e-05	0.916845279290427	0.359223721774539	0.539236977694231	0.661674230178875	PFN4,ACTR2,RAF1,CTNNB1,GSK3B,PFN2,PIK3CG,WNT16,FZD3,FZD8,MAPK8,CBL,GRB2	FALSE	Adipose_Subcutaneous	0.706875591557656
BDNF-TrkB Signaling WP3676	4	34	0.0625497368911165	0.082928351943733	0.0120248151822726	0.0130273950532333	0.000787697712543341	0.00172514008809406	4.79851491952581e-05	4.95658485840979e-05	0.9681091026585	0.332989884282667	0.538613230078225	0.660908856621944	PIK3CG,ARC,HRAS,GRB2	FALSE	Adipose_Subcutaneous	0.694679084284337
BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876	4	13	0.0287332812146181	0.0187991352936919	0.00462509238802523	0.00546771891203123	0.000819396558838404	0.00196126794582206	-5.25655584339069e-05	4.95743808522468e-05	-1.06033716468543	0.288991237283596	0.520263802228459	0.638393072191446	CTNNB1,SMAD1,SMAD9,BMP2	FALSE	Adipose_Subcutaneous	0.660066371266264
BMP Signaling Pathway in Eyelid Development WP3927	2	20	0.0258073934321492	0.00428334373097555	0.00965140222511771	0.00774514854876671	0.000499713263097844	NA	-2.48478016511832e-05	3.50576174237382e-05	-0.70877040361443	0.478466966931171	0.610454203927894	0.749061789439238	SMAD1,MAPK9	FALSE	Adipose_Subcutaneous	0.782992014061514
B Cell Receptor Signaling Pathway WP23	16	97	0.0328051865168442	0.0256036264081589	0.0128299422319665	0.017709790314439	3.27926720561105e-05	0.0016667756450201	5.47427316573811e-05	9.91122230589898e-05	0.552330781893563	0.580721744611183	0.679337093186803	0.833584985377648	KLF11,PTPN18,RAF1,GSK3B,DAPP1,MAPK9,PIK3CG,MAPK8,HRAS,CBL,NFATC3,CD79B,GRB2,MALT1,CD22,CRKL	FALSE	Adipose_Subcutaneous	0.84322641029477
Benzo(a)pyrene metabolism WP696	2	9	0.0842227184713138	0.0586188776949277	0.049737993515044	0.0531186903359918	0.858908036801572	NA	-7.88716736182358e-06	2.57202413433673e-05	-0.306652152152434	0.759108153119264	0.75827227223161	0.930442908682233	AKR1C2,AKR1C3	FALSE	Adipose_Subcutaneous	0.926160089275852
Biogenic Amine Synthesis WP550	3	15	0.102713983787018	0.0651186783357126	0.0435057137670397	0.0385712089968303	0.00180997374413597	0.00161788162878105	3.11536589998031e-05	4.28239002657831e-05	0.72748298978959	0.466930131929578	0.600573972100767	0.736938186907087	GAD1,ACHE,COMT	FALSE	Adipose_Subcutaneous	0.778879500295249
Bladder Cancer WP2828	5	40	0.0512392020653607	0.0609715445202859	0.0214880503543277	0.036735172552987	0.000382802443384483	0.00129384746002939	3.38157178133808e-05	5.54101239484005e-05	0.610280493955779	0.541676016031771	0.656290413698596	0.805305407864724	RAF1,RASSF1,FGFR3,HRAS,MMP9	FALSE	Adipose_Subcutaneous	0.820197878784375
Blood Clotting Cascade WP272	4	23	0.0643926464470098	0.0842056182600335	0.0406187320076609	0.0613945866299644	0.000873341155697907	0.00177505476115455	6.26817913007643e-05	4.94298473462966e-05	1.2680959919141	0.204763672701274	0.446345730107418	0.547691422471255	KLKB1,SERPINE1,PLAU,SERPINF2	TRUE	Adipose_Subcutaneous	0.57742656849634
Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425	3	12	0.0387076169391388	0.0274372582220068	0.0203691783450207	0.0309030872258159	0.000934187982719464	0.00185394561766351	-7.91482236632149e-05	4.29657062416422e-05	-1.84212551326585	0.065456792663513	0.28769553686672	0.353018674083081	SMAD1,BMPR1A,BMP2	TRUE	Adipose_Subcutaneous	0.363278215385077
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380	19	144	0.0472534174954355	0.0523709036829786	0.0202360677346651	0.0294058776739054	5.04879533351075e-05	0.0016541518909746	0.000192040859868314	0.00010789196411501	1.77993663794649	0.0750863308336528	0.306745699305825	0.376394299435362	RAP1A,NCF2,MAP3K2,RAF1,CTNNB1,DOCK3,GSK3B,MAPK9,FRS3,RPS6,MAPK8,HRAS,EIF2S1,MAP2K5,MEF2A,GRB2,SHC2,BMP2,DOK5	FALSE	Adipose_Subcutaneous	0.382618858424989
Breast cancer pathway WP4262	24	154	0.0628079585155827	0.0558909014651233	0.0258143967929952	0.0369369304559385	-0.00122067463793615	0.0225254387903355	2.31999348113364e-05	0.000123126147854155	0.188424109871586	0.850544201236392	0.790184296814734	0.969600765381485	WNT2B,NCOA1,RAF1,CTNNB1,GSK3B,SKP1,CSNK2B,NOTCH4,BAK1,WNT16,FGF20,FGF17,FZD3,FZD8,HRAS,DDB2,PGR,WNT5B,SP1,BRCA2,SOS2,WNT3,GRB2,SHC2	FALSE	Adipose_Subcutaneous	0.96165905981593
Calcium Regulation in the Cardiac Cell WP536	13	149	0.0887839308388456	0.0794968487353084	0.0602409820099902	0.0699563549574195	-0.000132691643570986	0.00174177549519765	-4.9593372904009e-05	8.93689663840015e-05	-0.554928348291685	0.578943670869584	0.679337093186803	0.833584985377648	ADCY3,ATP2B2,GRK4,RGS14,ADRA1A,YWHAZ,ADCY4,RGS6,GNB5,PRKCA,ADRA1D,YWHAB,RGS19	FALSE	Adipose_Subcutaneous	0.841902941352983
Cannabinoid receptor signaling WP3869	6	29	0.118326776145976	0.102073285973676	0.0840974534046315	0.103831171228749	8.85549384311002e-05	0.00184485028881839	2.9995732917037e-07	6.07720666957612e-05	0.0049357763439579	0.996061836249771	0.812187855229668	0.996600374417296	FAAH,MAPK9,DAGLB,MAPK8,CYP2C9,MAPK12	FALSE	Adipose_Subcutaneous	0.998302877666594
Canonical  and Non-canonical Notch signaling WP3845	4	27	0.068524044533474	0.0513884943777812	0.0374119585638823	0.045553583897383	0.000337183516620583	0.00146129976118415	-5.55448306469078e-05	4.95107176564081e-05	-1.12187488439119	0.261915640787195	0.499755020034691	0.613227638010738	MFAP2,CNTN6,NOTCH4,PSEN1	FALSE	Adipose_Subcutaneous	0.634162046008556
Canonical and Non-Canonical TGF-B signaling WP3874	4	17	0.0371023406850555	0.0236992942970139	0.0232079266238371	0.0221057923775499	-0.00029884287780043	0.00193531239157149	5.58124968806552e-05	4.96405129788408e-05	1.12433360437764	0.260871527469811	0.499755020034691	0.613227638010738	MAPK9,MAPK8,BMPR1A,SMAD2	FALSE	Adipose_Subcutaneous	0.633578359675191
Cardiac Hypertrophic Response WP2795	6	55	0.0513753508526214	0.0367648724452435	0.0314793522310855	0.0395252623662652	0.000436009371094654	0.00136430956141801	7.95416896921048e-05	6.06052646274919e-05	1.31245511724113	0.18936662034354	0.427967521743146	0.525140322723803	RAF1,GSK3B,MAPK8,MAP2K5,MEF2A,PRKCA	FALSE	Adipose_Subcutaneous	0.558818999111495
Cardiac Progenitor Differentiation WP2406	5	53	0.114666335064908	0.118553053207863	0.0601274095845851	0.0958070421202742	-0.00023619926397273	0.00106025028171028	-9.28382252757966e-05	5.55325662784184e-05	-1.6717798491491	0.0945677417919411	0.348476279083871	0.427600077955273	CXCR4,GSK3B,POU5F1,ROR2,NODAL	FALSE	Adipose_Subcutaneous	0.424079222011351
Cell Cycle WP179	19	120	0.0990990367481545	0.0935732942393449	0.0666897337651332	0.0952618672534085	9.43383827680819e-05	0.00173913833167365	-0.000185750959946839	0.000107919087423127	-1.72120580688892	0.0852134844805935	0.33941461591144	0.416480905398901	CDC7,CDC14A,MCM6,CDC25A,GSK3B,ANAPC13,ANAPC4,SKP1,WEE2,YWHAZ,RAD21,CDC16,RBL2,CDC27,SMAD2,CDKN2D,CDC25B,PCNA,YWHAB	FALSE	Adipose_Subcutaneous	0.403482186544931
Cells and Molecules involved in local acute inflammatory response  WP4493	2	17	0.040128293890292	0.0185589191525195	0.0243243962844607	0.0325658681051751	0.0011255863552404	NA	2.52104956473427e-06	3.50662030631847e-05	0.0718939989080561	0.942686265870412	0.800321245908001	0.982039374499744	ITGA4,C5	FALSE	Adipose_Subcutaneous	0.988838896537725
Cerebral Organic Acidurias, including diseases WP4519	3	7	0.0592032420583594	0.0175851640264944	0.0303150444134553	0.0222549315357553	-0.00162136923568917	0.00192886430581863	2.54821368205041e-05	4.30302438289084e-05	0.592191318316089	0.553722482319534	0.658969730745706	0.808593081221496	ALDH7A1,ADHFE1,IDH2	FALSE	Adipose_Subcutaneous	0.829018378257957
Chemokine signaling pathway WP3929	21	164	0.0562649073894656	0.0672982042387309	0.0288962341281461	0.0576010222811985	-7.00299196283691e-06	0.00157430719164978	-2.10651135638432e-05	0.000113565789008441	-0.185488198054763	0.85284613623773	0.790184296814734	0.969600765381485	RAP1A,XCL1,ADCY3,CXCR4,RAF1,CX3CR1,GSK3B,PIK3CB,GRK4,PIK3CG,HRAS,STAT2,ADCY4,SOS2,PLCB2,GNB5,CSK,CCL4,GRB2,SHC2,CRKL	FALSE	Adipose_Subcutaneous	0.962984789978032
Cholesterol Biosynthesis Pathway WP197	3	15	0.0352782694768348	0.0116719275393393	0.0100475659678654	0.00871503285589266	-0.00012745621697896	0.00117830314250815	-3.37669256646313e-05	4.29294018020736e-05	-0.786568744198068	0.431534362118162	0.58266050764588	0.714957354187294	FDFT1,SQLE,IDI1	FALSE	Adipose_Subcutaneous	0.759436137806457
Chromosomal and microsatellite instability in colorectal cancer  WP4216	15	73	0.0633431515972837	0.0499959982461246	0.0357482912451797	0.0419293960789452	0.000274703588566232	0.00267326901722367	2.41592247602154e-05	9.57087697426975e-05	0.252424358030772	0.800713074608299	0.772555479827259	0.947969211182384	CASP9,MSH2,MSH6,RAF1,MLH1,CTNNB1,GSK3B,MSH3,MAPK9,EXOC2,BAK1,MAPK8,DDB2,SMAD2,BCL2	FALSE	Adipose_Subcutaneous	0.940443446054347
Ciliary landscape WP4352	47	216	0.0792221235464288	0.0779960176838815	0.050188891192164	0.065137043261017	5.67899149008536e-05	0.00178800993983991	0.000232409189251948	0.000169891592145278	1.36798523291965	0.171316698475668	0.425386942914436	0.521973806738191	TIPRL,WDR26,H3F3A,LRPPRC,MSH2,EHBP1,MCM6,DYNC1I2,TRAF3IP1,CTNNB1,IQCB1,SMC4,TCTEX1D2,MAEA,CNOT6L,EXOC3,EXOC2,RNGTT,MCM9,BBS9,COPS6,WDR60,DOCK5,RAB2A,MCM10,VIM,CDH23,PSMD13,IFT46,CEP290,IFT88,TBC1D4,SPATA7,IQGAP1,IFT140,CLUAP1,BBS2,RANBP10,COPS3,EFTUD2,CCDC40,MCM8,NINL,IFT52,VAPB,SNAP29,ARFGAP3	FALSE	Adipose_Subcutaneous	0.537568557050274
Circadian rhythm related genes WP3594	27	201	0.0724994388835638	0.0812405805296504	0.0415734336677059	0.0812089260141153	-3.92194717188012e-05	0.00182374013763968	-9.36537419518854e-05	0.000128800714783538	-0.727121290508979	0.467151657404388	0.600573972100767	0.736938186907087	ARNT,SIX3,GSK3B,CLOCK,PRKG2,SLC9A3,SKP1,MAPK9,HCRTR2,CLDN4,SERPINE1,CCAR2,MAPK8,ATOH7,KCNMA1,OPN4,FAS,HTR7,NR1H3,DRD2,KDM5A,NOS2,NAGLU,UBA52,ATF5,OPRL1,ATF4	FALSE	Adipose_Subcutaneous	0.778879500295249
Classical pathway of steroidogenesis, including diseases WP4523	2	15	0.146923425963621	0.101590678355191	0.0686764685911044	0.0595224146245825	-0.000281572503259475	NA	1.07563790978439e-05	3.50490565214417e-05	0.306894968521151	0.758923318937226	0.75827227223161	0.930442908682233	CYP21A2,HSD17B3	FALSE	Adipose_Subcutaneous	0.926160089275852
Codeine and Morphine Metabolism WP1604	4	15	0.159999929726911	0.104988343477659	0.0706444206907139	0.099054950338854	-7.93691278717798e-05	0.00133902952126442	2.30185016897108e-05	4.95804731400661e-05	0.46426547049446	0.642457559591647	0.700971927382269	0.860132148968958	UGT2B4,CYP2C8,ABCC3,CYP2D6	FALSE	Adipose_Subcutaneous	0.875513689053995
Common Pathways Underlying Drug Addiction WP2636	4	42	0.0723618706935895	0.0403922834819554	0.0325680622887018	0.0373900986562922	-0.000475250727142552	0.00230021656810331	9.09658423855562e-05	4.95940631220807e-05	1.8342083035551	0.0666230793193978	0.28769553686672	0.353018674083081	RAP1A,RAF1,DRD2,PRKCA	FALSE	Adipose_Subcutaneous	0.363278215385077
Complement Activation WP545	5	22	0.103517910195921	0.0858299182976762	0.0589983677262642	0.061836251645558	-0.0434931149796925	0.137273247342356	-5.4910813757496e-05	6.11221427098522e-05	-0.89837841611932	0.368983839437862	0.546866207925062	0.6710357266056	MASP2,MASP1,C4A,C4B,C5	FALSE	Adipose_Subcutaneous	0.713649961486217
Complement and Coagulation Cascades WP558	14	58	0.0961190497671618	0.123491933689596	0.0637701822365782	0.11159869802006	6.67934023431026e-06	0.00153094918289041	8.00705001384825e-05	9.27297856454876e-05	0.863481993203322	0.387872515618252	0.556091097922319	0.682355187695824	MASP2,SERPINC1,CFH,CD46,MASP1,KLKB1,F2R,C4B,SERPINE1,PLAU,C3AR1,SERPINF2,LMAN1,SERPIND1	FALSE	Adipose_Subcutaneous	0.729606524825455
Composition of Lipid Particles WP3601	3	9	0.042209351104917	0.032889813987076	0.026605037899573	0.037562866919027	-0.000134720451634513	0.00336966965540557	-5.35450008669261e-05	4.30129811832098e-05	-1.2448567710026	0.213184403594222	0.452872940820197	0.555700678702273	APOB,LPL,LCAT	FALSE	Adipose_Subcutaneous	0.582748510288466
Constitutive Androstane Receptor Pathway WP2875	7	32	0.0695283935979438	0.0508589839993653	0.0200765702396361	0.0283336239304822	0.000464318596594969	0.00150814569086528	0.000150901917557891	6.54747231987964e-05	2.30473547936533	0.0211813925650682	0.187949752589906	0.230624962681536	CYP4A11,NCOA1,CYP3A5,CYP2C9,SP1,ABCC3,NCOA6	FALSE	Adipose_Subcutaneous	0.216340386785172
Copper homeostasis WP3286	12	52	0.0921227427655002	0.0671368774146562	0.0384109661207344	0.0366366277443619	0.00768398614663298	0.0675549640397573	3.03307415897842e-05	8.2481411134832e-05	0.367728208968232	0.713075904414781	0.732970119013877	0.899395737503804	STEAP3,COX17,GSK3B,SOD3,STEAP2,SP1,ATP7B,MT1E,MT1A,MT1G,SCO1,COX11	FALSE	Adipose_Subcutaneous	0.907126968472229
Corticotropin-releasing hormone signaling pathway WP2355	15	93	0.105645848975997	0.136889118975988	0.0749400007015751	0.126308762142818	4.6585817897537e-05	0.00150981129807537	0.000305312249639835	9.59534439541714e-05	3.18187901401076	0.00146322928997625	0.123878637031994	0.152006084865033	CASP9,RAF1,CTNNB1,GSK3B,MAPK9,CYP21A2,MAP3K5,CRHR2,MAPK8,RAPGEF3,SP1,GNB5,CRHR1,PRKCA,BCL2	TRUE	Adipose_Subcutaneous	0.0655982771900551
Cysteine and methionine catabolism WP4504	3	14	0.105911163592063	0.055609096231542	0.0733684049391273	0.0749718915028098	3.85728596382679e-05	0.00118382141036237	-5.54372445074856e-05	4.28886351532847e-05	-1.29258588689875	0.196154323372177	0.43405783024802	0.532613475267507	BHMT,CDO1,ETHE1	FALSE	Adipose_Subcutaneous	0.566801683915551
Cytokines and Inflammatory Response WP530	4	26	0.187450662720322	0.258760558654409	0.164533749538794	0.267915400532455	-0.0126316942861506	0.0310452161239042	-5.21452437939905e-05	5.05667547754816e-05	-1.03121594465608	0.302439565114403	0.529907955607675	0.650226993133229	IL15,IL4,HLA-DRA,HLA-DRB1	FALSE	Adipose_Subcutaneous	0.665931220988076
