path	ngenes_tscore	ngenes_path	mean_dev_geno	sd_dev_geno	mean_test_dev_geno	sd_test_dev_geno	mean_gene_corr	sd_gene_corr	CAD_HARD_beta	CAD_HARD_se_beta	CAD_HARD_z_t	CAD_HARD_pval	CAD_HARD_qval	CAD_HARD_BHcorr	genes_path	improvement_sign	tissue	CAD_HARD_BHcorr_overall
APOBEC3G mediated resistance to HIV-1 infection	3	11	0.0482191854931311	0.0410427324680078	0.0307046499548939	0.0357577186510419	0.000450845122983187	0.000794569256307228	2.45156699138686e-05	4.28709510670277e-05	0.571848053371593	0.567424919093669	0.65929885735853	0.917364206373338	PPIA,BANF1,APOBEC3G	FALSE	Adipose_Subcutaneous	0.882279786129883
ARMS-mediated activation	2	7	0.063373451552946	0.0145311404783694	0.0454069616294514	0.00981534451365864	0.00105218459236488	NA	-2.80829275994044e-05	3.49706906453166e-05	-0.803041835353783	0.421950554485212	0.613023992985502	0.852976252781737	RAP1A,YWHAB	FALSE	Adipose_Subcutaneous	0.806199831394146
ATF4 activates genes	6	26	0.0831872220433908	0.093257023278003	0.0489425773524264	0.0883332703285342	-5.88246714490382e-05	0.00172767968107092	-2.25625222646461e-05	6.06990249484421e-05	-0.371711444851228	0.710107702877738	0.677389950696195	0.942536586541908	NFYC,DCP2,EXOSC1,HERPUD1,EXOSC6,ATF4	FALSE	Adipose_Subcutaneous	0.929236065946738
ATF6 (ATF6-alpha) activates chaperone genes	3	10	0.0422120941850114	0.0310903004578048	0.0116254048263612	0.0154837683370365	0.00257437243497681	0.00202324756706444	-1.83529640550909e-05	4.27227635635396e-05	-0.429582792035338	0.667499156828426	0.672445105518418	0.935656210637232	NFYC,HSP90B1,ATF4	FALSE	Adipose_Subcutaneous	0.916262913176105
AURKA Activation by TPX2	19	72	0.0701308530496193	0.0753977818677806	0.0498259515674295	0.0818110500859565	0.000858770694889131	0.00666242190449903	-0.000245901596038525	0.00010729748608208	-2.29177406682592	0.0219186838727823	0.285536216356588	0.397301923983713	SDCCAG8,ALMS1,DYNC1I2,CEP63,CEP72,PCM1,HAUS6,CEP57,CEP290,HAUS4,CCP110,CEP192,HAUS1,HAUS8,NINL,TPX2,MAPRE1,PCNT,SFI1	FALSE	Adipose_Subcutaneous	0.268393197962035
Abacavir metabolism	4	5	0.103004254561991	0.102050881511404	0.0894849972586823	0.108041630534341	0.000211151050052491	0.00156007953301427	1.28189797833695e-05	4.95422813829399e-05	0.258748273707553	0.795829470505819	0.681243707575892	0.947898796080179	GUK1,ADH1A,NT5C2,ADAL	FALSE	Adipose_Subcutaneous	0.951266016537065
Abacavir transport and metabolism	5	10	0.119825413856991	0.0960496944975874	0.092392025471075	0.0937923211757102	-9.15007120023358e-05	0.00140942633717932	-0.000113030394624844	5.5360969531602e-05	-2.04169825025052	0.0411814724495478	0.325392377306906	0.452758740040946	GUK1,ADH1A,SLC22A1,NT5C2,ADAL	FALSE	Adipose_Subcutaneous	0.343213575783871
Abortive elongation of HIV-1 transcript in the absence of Tat	7	23	0.0705353689339179	0.101911611988591	0.0388277396936312	0.076505129391271	0.000433578139764554	0.00190305226029179	-3.77283249330931e-05	6.55078600083503e-05	-0.575935848435347	0.564658543771836	0.657912099292744	0.915434638017118	POLR2D,NELFE,POLR2L,SUPT4H1,POLR2E,GTF2F1,NELFCD	FALSE	Adipose_Subcutaneous	0.880364692944984
Acetylcholine Neurotransmitter Release Cycle	2	17	0.103337487216337	0.00104590269586015	0.0631272854592392	0.00256668075822376	-0.00280021580582799	NA	-2.18419242582018e-05	3.50951846014387e-05	-0.622362426818704	0.53370358085404	0.651042780116355	0.905876502940377	PPFIA1,SYT1	FALSE	Adipose_Subcutaneous	0.866679871651554
Acetylcholine binding and downstream events	3	14	0.292317102547206	0.133502648971929	0.246734663495815	0.193696455353324	-0.000158181020867561	0.000533328311085946	-2.30087017248903e-05	4.29489395528738e-05	-0.535722231198855	0.592150536783035	0.661249927844456	0.920078972534273	CHRNA7,CHRNA5,CHRNE	FALSE	Adipose_Subcutaneous	0.893482850248322
Acetylcholine regulates insulin secretion	2	10	0.0594579953349943	0.0583910150511299	0.0431022197855085	0.0564526113183828	0.00108422031171819	NA	6.39840329163996e-05	3.50020020276787e-05	1.82801066252732	0.0675479514242586	0.398817821228476	0.554924659697761	PLCB2,PRKCA	FALSE	Adipose_Subcutaneous	0.420961818820794
Activated NOTCH1 Transmits Signal to the Nucleus	4	31	0.0252046950594175	0.010186661201145	0.0120041385107089	0.0103441052400437	0.000780984174555421	0.0015865532140896	4.35476863479407e-05	4.95113811750449e-05	0.879549011044152	0.379103671351538	0.593558055224577	0.825890881184236	DTX2,PSEN1,UBA52,ITCH	FALSE	Adipose_Subcutaneous	0.781057427003717
Activated NTRK2 signals through FRS2 and FRS3	3	11	0.0241814105568443	0.00431167304790398	0.00255470711675888	0.00242051997008577	-0.000949067441660677	0.00216745447927676	-2.78649099092425e-05	4.30370760297996e-05	-0.647462896641686	0.517332400421369	0.646760299554613	0.899917757012056	FRS3,HRAS,GRB2	FALSE	Adipose_Subcutaneous	0.858478775542927
Activation and oligomerization of BAK protein	2	2	0.0877959313116343	0.0574315893830425	0.0562396429418183	0.0780379716463389	-0.000939983322736199	NA	-8.69476435371645e-05	3.51076949712892e-05	-2.4765978970784	0.013264124343884	0.251045011544266	0.349310036273963	BAK1,BID	FALSE	Adipose_Subcutaneous	0.215279600861887
Activation of ATR in response to replication stress	8	37	0.102755318353975	0.0938316286453177	0.0639257037252047	0.0865260652423798	-0.00297771063220178	0.0187328083988049	-8.29179296327789e-05	7.08637916425006e-05	-1.17010292154687	0.241959552917635	0.533083299474704	0.741744858944226	CDC7,MCM6,CDC25A,ATRIP,RFC4,MCM10,RPA1,MCM8	FALSE	Adipose_Subcutaneous	0.668366057341436
Activation of BAD and translocation to mitochondria	5	15	0.0630923214052188	0.0428088275596944	0.0298905031591937	0.0384103642349812	-0.000579707573591653	0.00186346545758839	-0.00010369801074022	5.543260549984e-05	-1.87070425077746	0.0613860853082569	0.380567607511095	0.52953087562529	PPP3R1,YWHAZ,BCL2,YWHAB,BID	FALSE	Adipose_Subcutaneous	0.402578512951824
Activation of BH3-only proteins	7	30	0.051382566212439	0.0404961751504771	0.0235663584891688	0.0331696083535578	-0.000379377107236886	0.00178801026924129	-1.70922618607109e-05	6.56635541685065e-05	-0.260300589530206	0.794631917894723	0.681210082667028	0.947852009577382	TP53BP2,PPP3R1,YWHAZ,MAPK8,BCL2,YWHAB,BID	FALSE	Adipose_Subcutaneous	0.951266016537065
Activation of C3 and C5	3	6	0.133232062639843	0.0983118511010358	0.0752252885512311	0.0759962187220092	-0.144767247983847	0.250625477244098	-5.4093675951034e-05	5.09406379582341e-05	-1.06189631930768	0.28828275621768	0.557621408277118	0.775887770699931	C4A,C4B,C5	TRUE	Adipose_Subcutaneous	0.708623982745919
Activation of DNA fragmentation factor	2	13	0.0450937123043347	0.00178306595532666	0.00935112949779696	0.00556052489217387	-0.00207334762540807	NA	-4.45056156935325e-05	3.51268986288823e-05	-1.2669953064669	0.205156968143222	0.503047046376683	0.6999516976515	DFFA,HIST1H1C	FALSE	Adipose_Subcutaneous	0.636278531118883
Activation of E2F1 target genes at G1/S	5	29	0.145498383457774	0.107898188367844	0.121468532868843	0.107228621418253	-0.00025131751844089	0.00181864867198326	-0.000108485099007855	5.54058082842159e-05	-1.95800950058084	0.0502288978990248	0.353710323584654	0.492161008106887	CDC25A,DHFR,LIN52,RBL2,PCNA	FALSE	Adipose_Subcutaneous	0.373058086124115
Activation of GABAB receptors	3	39	0.0329302227514342	0.0159849737050174	0.013209891592128	0.00562643368609857	9.48755058664539e-05	0.00224818874365511	-5.47176810603147e-05	4.30075943470143e-05	-1.27227950995853	0.203273826098761	0.503047046376683	0.6999516976515	ADCY3,ADCY4,KCNJ15	FALSE	Adipose_Subcutaneous	0.63365551964748
Activation of HOX genes during differentiation	18	91	0.0562929747595848	0.0451220389906693	0.0273740826601753	0.0479836041982132	0.0169852994399568	0.108649233638045	-1.52432008483102e-05	9.27744915480172e-05	-0.164303792928046	0.869491995948387	0.691224814659537	0.961786747312493	H3F3A,POLR2D,HOXD3,HOXD1,HIST1H3A,HIST1H2BC,HIST1H2BK,HOXA2,HOXA3,POLR2L,SUZ12,PCGF2,RARA,HOXB2,HOXB3,PIAS2,POLR2E,NCOA6	FALSE	Adipose_Subcutaneous	0.967438243303306
Activation of Matrix Metalloproteinases	5	33	0.0832964349081424	0.0737790958076563	0.0549505214411763	0.0513576364876761	0.00120090572308836	0.00125149170046352	1.30082069754475e-05	5.52793844885027e-05	0.235317507526752	0.81396230756513	0.685587099187073	0.953942295100219	KLKB1,MMP16,TPSAB1,MMP24,MMP9	FALSE	Adipose_Subcutaneous	0.955092869538775
Activation of NF-kappaB in B cells	13	67	0.04721703759252	0.0561479895603561	0.0331627915877991	0.054858474758217	0.000245000211473455	0.00202130551546269	-0.000150099256668832	8.9281389316234e-05	-1.68119311111055	0.0927254111651778	0.436743610350459	0.607695510201526	PSMB2,SKP1,PSMB9,PSMB1,PSMB7,PSMD13,PSMC3,PSMA4,PSMB3,PSMC5,MALT1,UBA52,PSMF1	FALSE	Adipose_Subcutaneous	0.47515849537454
Activation of RAC1	2	13	0.0460127468789454	0.0135446134298802	0.0162799541522288	0.0191582981665941	0.00256225665082129	NA	-5.67494463332356e-05	3.50197655015762e-05	-1.62049761100432	0.105125427096298	0.449844551473844	0.625924473170685	SOS2,PAK4	TRUE	Adipose_Subcutaneous	0.500607838584164
Activation of SMO	2	18	0.0879265577141543	0.0895567765815303	0.0150649046846841	0.016107563296485	-0.00144211256111366	NA	-6.81200935945609e-05	3.49880831167017e-05	-1.94695129102524	0.0515405745774976	0.355219487338328	0.494260894666259	KIF3A,GAS8	FALSE	Adipose_Subcutaneous	0.376967884153643
Activation of caspases through apoptosome-mediated cleavage	3	5	0.159702573543405	0.153394091156373	0.132871625443265	0.138763580223198	-0.00142103214046483	0.00291238009748748	-2.29991085566144e-05	4.30283611495259e-05	-0.534510447113969	0.592988423457875	0.661249927844456	0.920078972534273	CASP9,CASP7,APAF1	TRUE	Adipose_Subcutaneous	0.893562650453667
Activation of gene expression by SREBF (SREBP)	9	47	0.0299828425615193	0.0126324485341115	0.00974254521913812	0.00835479876319773	-2.23959825601154e-06	0.00152363061765725	7.05342964832732e-05	7.42879233788532e-05	0.949471909768735	0.342380652136735	0.58172763619939	0.809429753064605	NFYC,GGPS1,NCOA1,FDFT1,SQLE,IDI1,NR1H3,SP1,NCOA6	FALSE	Adipose_Subcutaneous	0.753638183856127
Activation of kainate receptors upon glutamate binding	3	30	0.034975882166138	0.0296738266085632	0.0150795252088853	0.0186945376718895	0.000478616546701367	0.001353405222588	3.43640625977211e-05	4.2909057236769e-05	0.800858019510956	0.423213845796023	0.613023992985502	0.852976252781737	GRIK2,PLCB2,GNB5	TRUE	Adipose_Subcutaneous	0.806435566023822
Activation of the AP-1 family of transcription factors	2	10	0.0217693579088695	0.00999398833334204	0.0114194241415955	0.00524478797591101	-0.00172270933639672	NA	6.67373271747816e-05	3.5068082709825e-05	1.90307886881092	0.057030254796635	0.372000597909563	0.517610533467274	MAPK9,MAPK8	FALSE	Adipose_Subcutaneous	0.391064604319783
Activation of the TFAP2 (AP-2) family of transcription factors	3	12	0.181913549617865	0.109833838215612	0.143689523283316	0.103483423287804	-0.00112718317124189	0.00179615436850439	5.96391321813433e-05	4.29466890261126e-05	1.38867823186745	0.164930616401587	0.487335377785873	0.678090106012534	CITED4,YEATS4,WWOX	FALSE	Adipose_Subcutaneous	0.597332874341659
Activation of the phototransduction cascade	2	11	0.273728463238925	0.333188945766965	0.238044049729375	0.32462199671214	0.000397420670375758	NA	-3.16843408672313e-05	3.51135097333246e-05	-0.902340469746926	0.366876033758556	0.593558055224577	0.825890881184236	CNGA1,PDE6G	FALSE	Adipose_Subcutaneous	0.773197504970802
Activation of the pre-replicative complex	6	33	0.0839646903520897	0.0613290469953794	0.0427144980372711	0.0473567976419026	0.000844576831549253	0.00169999625485165	6.37025475370393e-05	6.06489660451484e-05	1.05034845094668	0.293557936759804	0.557621408277118	0.775887770699931	CDC7,MCM6,POLE3,MCM10,RPA1,MCM8	FALSE	Adipose_Subcutaneous	0.71441931535072
Activation, myristolyation of BID and translocation to mitochondria	3	4	0.10060184166385	0.0975641198590647	0.0653924852520885	0.0855674726158986	-0.000764686118398342	0.00118601134784622	-7.20480413254429e-05	4.2952210517484e-05	-1.67740007923725	0.0934642738976008	0.436743610350459	0.607695510201526	CASP8,NMT1,BID	FALSE	Adipose_Subcutaneous	0.477048420617619
Acyl chain remodelling of PC	7	27	0.0759747234116519	0.0326165601813244	0.0244224349770655	0.0217636371675064	0.000234387310982278	0.00195812058859003	4.18982653841569e-05	6.55859183082422e-05	0.638830201130103	0.522933398909421	0.649636634516636	0.903919958305521	PLA2G5,PLB1,PLA2R1,PLA2G12A,PLA2G4B,LPCAT2,PLA2G4C	FALSE	Adipose_Subcutaneous	0.861594119364363
Acyl chain remodelling of PE	7	29	0.0736498279716419	0.0351140932078535	0.024682030505307	0.0217475288642267	0.000236632956210835	0.00173104052676317	1.87603952868544e-05	6.54868239898991e-05	0.286475876273188	0.774513667515235	0.681210082667028	0.947852009577382	PLA2G5,PLA2R1,PLA2G12A,MBOAT1,ABHD4,PLA2G4B,PLA2G4C	FALSE	Adipose_Subcutaneous	0.946919297609738
Acyl chain remodelling of PG	4	18	0.0745201613520108	0.0271529718913393	0.0225457786037565	0.00751305266168666	0.000939481954940004	0.00203375744653161	2.37233306072282e-06	4.95622366374119e-05	0.047865738547644	0.961823244755786	0.70894302781117	0.986440293067634	PLA2G5,PLA2R1,PLA2G12A,PLA2G4B	FALSE	Adipose_Subcutaneous	0.991107327079145
Acyl chain remodelling of PI	4	17	0.0861068694455125	0.0294906464589295	0.0356142132644935	0.0230589124782968	0.000648442159340163	0.00191044468335408	7.82933627965627e-06	4.9555320154428e-05	0.157991841345347	0.874463227635578	0.691224814659537	0.961786747312493	PLA2G5,PLA2R1,PLA2G12A,PLA2G4C	FALSE	Adipose_Subcutaneous	0.96911546935588
Acyl chain remodelling of PS	6	22	0.0732339879662747	0.0415152695312086	0.0193114397458773	0.00768189484450422	0.000487823898106072	0.00181812156027765	3.159889370978e-05	6.07077348844495e-05	0.520508527783569	0.602709185717445	0.661249927844456	0.920078972534273	PLA2G5,PLA2R1,PLA1A,PLA2G12A,MBOAT1,PLA2G4B	FALSE	Adipose_Subcutaneous	0.898333439842049
Adaptive Immune System	144	828	0.116907332835102	0.161290409058885	0.0893376928517592	0.159684748856362	8.85772975118567e-05	0.0391988422421617	-4.29054861332937e-05	0.00029579429606911	-0.145051769772022	0.884669997599813	0.692851075423039	0.964049565453333	UBR4,CAPZB,PSMB2,RAP1A,CTSS,THEM4,NCF2,PPP3R1,CD207,ACTR1B,DYNC1I2,RAPGEF4,ITGA4,RAF1,ARIH2,RNF123,CD200R1,ANAPC13,PIK3CB,ANAPC4,KLHL5,RCHY1,DAPP1,TLR2,ERAP1,ERAP2,KIF3A,SKP1,SEC24A,CD14,RNF14,LCP2,CANX,BTNL8,BTNL9,RNF182,BTN3A2,BTN2A2,BTN3A1,BTN3A3,BTN2A1,HLA-G,HLA-H,HLA-A,HLA-C,HLA-B,MICA,MICB,HLA-DRA,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DQB2,HLA-DOB,TAP2,PSMB9,HLA-DPA1,HLA-DPB1,TAPBP,TREML4,UBR2,PSMB1,PPIA,SEC61G,ASB4,DYNC1I1,TRIM4,PILRB,PILRA,AP1S1,PPP2CB,YWHAZ,CD274,PDCD1LG2,CDC26,FBXW2,PSMB7,ASB13,MRC1,SEC24C,PSMD13,HRAS,AP2A2,NCR3LG1,PSMC3,PTPRJ,CTSF,CTSC,PPP2R1B,CBL,KLRG1,CLEC2D,KLRC1,RAPGEF3,RACGAP1,UBE3B,FBXW8,CDC16,LRR1,IGHV1-69,TRIM69,NEDD4,CSK,PSMA4,CTSH,BTBD1,MGRN1,DCTN5,NFATC3,AP1G1,FBXO31,PSMB3,CD300LG,ASB16,CDC27,UBE2Z,TRIM37,PSMC5,CD79B,CD300C,GRB2,COLEC12,YES1,MALT1,ICAM3,AP1M1,UBA52,CD22,FBXO27,CD33,SIGLEC12,SIGLEC6,LILRB3,LILRA4,LILRA2,PSMF1,ITCH,YWHAB,CD40,RNF114,ICOSLG,UBE2G2	FALSE	Adipose_Subcutaneous	0.971393929972201
Adenylate cyclase activating pathway	2	10	0.0391306660999369	0.0167441268029194	0.0161245923696107	0.0035129230442154	-0.00236823148163967	NA	-2.20410683718902e-05	3.51254942286926e-05	-0.62749489668065	0.530334880359179	0.6500218079632	0.904455897855816	ADCY3,ADCY4	FALSE	Adipose_Subcutaneous	0.865187806877229
Adherens junctions interactions	3	31	0.0377042256402412	0.0270255631929551	0.0301789390896886	0.0288835968798069	-0.00306655232812654	0.00321393351078731	7.46724301708005e-06	4.30436525800274e-05	0.173480700858201	0.862273596364515	0.689791668928326	0.959792634048597	CTNNB1,CDH6,CTNNA1	FALSE	Adipose_Subcutaneous	0.965473413985857
Adrenoceptors	3	9	0.0838797731092233	0.103542907710789	0.0464657482467889	0.0693485158717303	-0.000527337464374633	0.00153211929484777	6.83555860721782e-06	4.29474326590213e-05	0.159161053036356	0.87354198782836	0.691224814659537	0.961786747312493	ADRA2B,ADRA1A,ADRA1D	FALSE	Adipose_Subcutaneous	0.968765257240152
Advanced glycosylation endproduct receptor signaling	2	13	0.068544226158938	0.0543608038245261	0.0527457004713786	0.0712025661106986	0.000384952891544618	NA	-4.00176426988013e-05	3.50430362129687e-05	-1.14195706261296	0.253471867729203	0.541022968490067	0.752792304399125	AGER,S100B	FALSE	Adipose_Subcutaneous	0.680773117870481
Aflatoxin activation and detoxification	3	20	0.0604030113318285	0.0437756406217449	0.00980771345810536	0.0090090280402891	-0.00103113149668957	0.000928946611157373	8.15877075881756e-05	4.30209641836786e-05	1.89646394813086	0.0578987228381606	0.372000597909563	0.517610533467274	AKR7A2,CYP3A5,MGST1	FALSE	Adipose_Subcutaneous	0.394025697504948
Alpha-oxidation of phytanate	2	6	0.0316814374369625	0.0128202283585276	0.0111429892444636	0.0116687733615146	-0.00130931062965918	NA	1.43820232217177e-05	3.50570148558595e-05	0.410246659073823	0.681625016645121	0.675234316188018	0.939537185105437	PHYH,SLC25A17	FALSE	Adipose_Subcutaneous	0.919293705872882
Amine compound SLC transporters	5	30	0.169960155176026	0.0716252835768873	0.0762215506584078	0.0425541580292037	-0.000390710955474948	0.00209908271284641	-8.4371278122553e-05	5.549544342115e-05	-1.52032802913686	0.128428552864553	0.484242561737291	0.673786687755094	SLC44A5,SLC44A3,SLC6A1,SLC22A1,SLC14A1	FALSE	Adipose_Subcutaneous	0.540046253984029
Amine ligand-binding receptors	6	43	0.0768213203430662	0.0698718403167898	0.029023696393688	0.0493574143198882	-2.54759623129781e-05	0.00198603135937034	7.52918108865259e-05	6.07998349646996e-05	1.23835551412665	0.215584267952205	0.518926258850085	0.722046413857833	ADRA2B,HTR2B,ADRA1A,HTR7,DRD2,ADRA1D	FALSE	Adipose_Subcutaneous	0.645074337618282
Amino Acid conjugation	3	9	0.100247858985245	0.0399904592706458	0.0244889253899435	0.0156800446596986	2.09384917989659e-05	0.000878755250849816	1.37617149917063e-05	4.288157153245e-05	0.32092375582113	0.748268170832463	0.677389950696195	0.942536586541908	GLYATL2,ACSM4,ACSM1	FALSE	Adipose_Subcutaneous	0.938983122227786
Amino acid and oligopeptide SLC transporters	8	53	0.0779496090768827	0.0651638743262151	0.0522812929493493	0.0691693344479892	-0.000352836163559435	0.00199532528312889	2.0741685323488e-05	7.02793697808418e-05	0.295131919767758	0.767893106692808	0.681210082667028	0.947852009577382	SLC36A1,SLC17A5,SLC16A10,SLC1A1,SLC3A2,SLC36A4,SLC7A5,SLC7A9	FALSE	Adipose_Subcutaneous	0.942912967042577
Amino acid synthesis and interconversion (transamination)	7	34	0.0956549356363242	0.0820646142224116	0.0522910231233668	0.0501264370125495	-0.000676396681823497	0.00216932809961717	-7.83614597783456e-05	6.5654086135566e-05	-1.19355038491497	0.232653891844328	0.526307329279693	0.732316611873907	SERINC2,RIMKLA,GLS,FOLH1,RIMKLB,GOT2,SRR	FALSE	Adipose_Subcutaneous	0.660002741277338
Amino acid transport across the plasma membrane	6	33	0.0842671079204007	0.0752248625080001	0.061719823317617	0.078887555101922	-0.00080908068294871	0.0019729290313452	-3.84067761107418e-05	6.08856732343073e-05	-0.630801534589925	0.528170299878567	0.6500218079632	0.904455897855816	SLC36A1,SLC16A10,SLC3A2,SLC36A4,SLC7A5,SLC7A9	FALSE	Adipose_Subcutaneous	0.863915230935142
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	21	94	0.105686833157229	0.12489942170122	0.0786998329013222	0.125548947186313	-0.00019271346973388	0.00164877600796084	-2.26473847121905e-05	0.000113747779246383	-0.19910177466529	0.842183133039795	0.68706201920168	0.955994534101641	ITGB3BP,AHCTF1,SPC25,DYNC1I2,CENPC,CENPU,CENPK,CENPH,SPDL1,CENPQ,NUP43,DYNC1I1,PPP2CB,CENPP,PPP2R1B,NUP107,SKA2,NUP85,SEH1L,B9D2,MAPRE1	FALSE	Adipose_Subcutaneous	0.960681860280533
Amyloid fiber formation	9	70	0.092580850753584	0.0524176813715342	0.055315058743438	0.0620062293012387	0.0120154123877704	0.0644842348160985	1.92038944094059e-05	7.10232168462605e-05	0.270388969440449	0.786861025284228	0.681210082667028	0.947852009577382	HSPG2,H3F3A,NAT8,HIST1H3A,HIST1H2BC,HIST1H2BK,LYZ,GGA3,UBA52	FALSE	Adipose_Subcutaneous	0.950622468864149
Anchoring of the basal body to the plasma membrane	28	97	0.0892055434767241	0.073661564597894	0.0667490898154676	0.0786091813485186	5.89869769037671e-05	0.00181980531901096	-0.000290529979274169	0.000131184630942361	-2.21466476055279	0.0267830833494225	0.296585812743259	0.412676596799946	NPHP4,SDCCAG8,ALMS1,DYNC1I2,SEPT2,IQCB1,CEP63,CEP72,AHI1,PCM1,HAUS6,TMEM216,CEP57,RAB3IP,CEP290,TCTN2,HAUS4,CCP110,FBF1,CEP192,HAUS1,HAUS8,CEP89,B9D2,NINL,MAPRE1,PCNT,SFI1	FALSE	Adipose_Subcutaneous	0.292958235327502
Androgen biosynthesis	3	11	0.24635495346213	0.165893650359619	0.188650119161459	0.158180557785321	0.000547241177182604	0.00193310908221612	-7.09985599864982e-05	4.29253840456977e-05	-1.65399941235038	0.0981276321062462	0.436743610350459	0.607695510201526	SRD5A3,HSD17B3,HSD17B12	FALSE	Adipose_Subcutaneous	0.484676383211147
Antigen Presentation: Folding, assembly and peptide loading of class I MHC	12	25	0.267207446256813	0.250586613492904	0.234793618973631	0.254239065199422	0.0141057407898998	0.1444503784799	-6.07037314419206e-05	7.98972466798143e-05	-0.759772507370485	0.447390579168972	0.622650431004496	0.866370708990682	ERAP1,ERAP2,SEC24A,CANX,HLA-G,HLA-H,HLA-A,HLA-C,HLA-B,TAP2,TAPBP,SEC24C	FALSE	Adipose_Subcutaneous	0.821247474861839
