path	ngenes_tscore	ngenes_path	mean_dev_geno	sd_dev_geno	mean_test_dev_geno	sd_test_dev_geno	mean_gene_corr	sd_gene_corr	Dx_beta	Dx_se_beta	Dx_z	Dx_pval	Dx_qval	Dx_pval_BHcorr	Dx_Cochran_stat	Dx_Cochran_pval	Dx_model	genes_path	improvement_sign	tissue	Dx_pval_BHcorr_overall
AMPK inhibits chREBP transcriptional activation activity	3	8	0.0552267661119195	0.0133440201850763	0.00990103737311311	0.00760298601390159	-0.0026394162075161	0.0232528111005513	-0.000736044337310503	0.0155450470408298	-0.0473491225454159	0.962234977828974	0.723997232940438	0.985733766466302	36.2440417652616	0.410397747640983	fixed	PRKAA2,ADIPOR1,MLXIPL	FALSE	DLPC_CMC	0.989105210413822
APC-Cdc20 mediated degradation of Nek2A	4	25	0.130897138539775	0.0704333231583955	0.0841570972003272	0.0572247595997275	0.000907102679573572	0.0316929920125523	-0.0556827944491085	0.0178272241015152	-3.12346970745579	0.00178732262498523	0.0300401898145064	0.0409001969951619	33.2112220454772	0.55465201997751	fixed	ANAPC4,CDC23,CDC16,UBA52	TRUE	DLPC_CMC	0.0392493841875614
APC/C-mediated degradation of cell cycle proteins	21	86	0.125475243938819	0.0869135681713765	0.0790041312854617	0.0794403514306751	0.000938926337752786	0.0389218047838668	-0.0356958714066919	0.0404432461282337	-0.882616377862221	0.377443576596652	0.522546430429022	0.711455289584922	28.0723646623128	0.790682029371094	fixed	PSMD4,PSMB4,PSME4,ANAPC4,SKP2,CDC23,PSMB8,PSMB9,PSMB1,CUL1,PSMD5,CDK1,PSMD13,PSMC3,CDC16,PSMB5,PSMA4,PSMB6,PSMC5,UBA52,PSMF1	FALSE	DLPC_CMC	0.708505198443495
APC/C:Cdc20 mediated degradation of Cyclin B	5	23	0.111026592739785	0.07546411538141	0.0698774953457774	0.0589537104774354	0.000946568988655494	0.032216188322854	-0.0574216193655208	0.0199427794871231	-2.87931877312274	0.00398535276677262	0.0537033295826758	0.0731179387610549	23.7080882513104	0.92620495940198	fixed	ANAPC4,CDC23,CDK1,CDC16,UBA52	TRUE	DLPC_CMC	0.0670349525663999
APC/C:Cdc20 mediated degradation of Securin	18	67	0.133335607194371	0.0894600949057723	0.0859764722713729	0.0829101842497807	0.00152036924990346	0.0406689260773274	-0.030422522411408	0.0373376555328069	-0.814794661777227	0.415189857088653	0.541428034738455	0.737162894650306	29.816088489547	0.716448131312452	fixed	PSMD4,PSMB4,PSME4,ANAPC4,CDC23,PSMB8,PSMB9,PSMB1,PSMD5,PSMD13,PSMC3,CDC16,PSMB5,PSMA4,PSMB6,PSMC5,UBA52,PSMF1	FALSE	DLPC_CMC	0.738334374702766
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	19	72	0.134012576059254	0.0869896481612744	0.0858490631605157	0.0805761299102135	0.0012169579903548	0.0399330642724608	-0.033488289053349	0.0383923264746561	-0.872265166724283	0.383063735829009	0.526003861119809	0.716162636549887	29.0002323998156	0.752304921034726	fixed	PSMD4,PSMB4,PSME4,ANAPC4,SKP2,CDC23,PSMB8,PSMB9,PSMB1,PSMD5,PSMD13,PSMC3,CDC16,PSMB5,PSMA4,PSMB6,PSMC5,UBA52,PSMF1	FALSE	DLPC_CMC	0.71199319239839
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	5	7	0.151978830013562	0.0633056911738382	0.102840672700011	0.0907371398915052	0.000823574796907616	0.0319675594589713	-0.054588052378223	0.019983681003093	-2.73163149320559	0.00630215868254285	0.0670836542201981	0.0913354639136294	49.2643108936886	0.0554909234978527	fixed	NEIL2,NEIL1,LIG3,XRCC1,PNKP	TRUE	DLPC_CMC	0.0893749470806019
APOBEC3G mediated resistance to HIV-1 infection	2	11	0.0928245316304384	0.0861990359078602	0.0726543770942167	0.0830031958509649	-0.000680411992285246	NA	-0.00468443506215251	0.0126329807763874	-0.370809957291179	0.710779084429875	0.660211763577055	0.89888883377778	42.299446444634	0.184926981662839	fixed	BANF1,APOBEC3G	FALSE	DLPC_CMC	0.899696350421377
ARMS-mediated activation	4	7	0.0843945385314666	0.022417147885577	0.0270065910608649	0.0292128488795968	-0.000981446137902073	0.0343119078537163	0.0178332288139594	0.0177477490513128	1.00481637205932	0.314985278869057	0.486752527614019	0.662721320678628	29.7567004176208	0.719116738835387	fixed	RAP1A,KIDINS220,BRAF,CRK	FALSE	DLPC_CMC	0.6603830669416
ATF4 activates genes	6	26	0.124402387814703	0.100546335510244	0.0799494365251168	0.101402462159993	-0.00278437843144517	0.033837730725546	0.00321108000451435	0.0218670996161269	0.146845263472719	0.883254156831601	0.708283272155714	0.964338958522741	51.3732778186674	0.0365583952489495	fixed	NFYC,ASNS,EXOSC3,EXOSC1,EXOSC6,ATF4	FALSE	DLPC_CMC	0.961457008970341
ATF6 (ATF6-alpha) activates chaperone genes	4	10	0.081233767636775	0.0700220218924821	0.04016680764744	0.0653040099804232	-0.000738206186354775	0.0309516956172952	-0.0165587291059521	0.0178591964552157	-0.927182202596592	0.353831941713174	0.507228474043463	0.690599647939471	33.5744457857402	0.536927266156244	fixed	NFYC,HSP90B1,XBP1,ATF4	FALSE	DLPC_CMC	0.690717015037926
ATF6 (ATF6-alpha) activates chaperones	5	12	0.0943654496590726	0.0673759454561278	0.0431700876987084	0.0569522496919493	-0.000850530065495846	0.0307897523484362	-0.0273366798483328	0.0199779014246384	-1.36834591718522	0.171203824369071	0.367942812536033	0.50096000087225	26.1072635230506	0.861605761149909	fixed	NFYC,HSP90B1,MBTPS1,XBP1,ATF4	FALSE	DLPC_CMC	0.501281979582691
ATP sensitive Potassium channels	3	4	0.152123802213672	0.0856498843199622	0.096800044175294	0.0686611432232498	-0.105735546559669	0.175743616629207	0.000994440659175653	0.0173179294975874	0.0574226069758623	0.954208554949113	0.723997232940438	0.985733766466302	22.8670999974749	0.942993009616501	fixed	KCNJ11,ABCC8,ABCC9	FALSE	DLPC_CMC	0.987088378665737
Abacavir metabolism	2	5	0.239680868313255	0.191968671931953	0.174341108692651	0.174784325768627	-0.00811354609138799	NA	-0.0316765761478023	0.0126458220083581	-2.50490447571269	0.012248446850759	0.0959592883129876	0.130650099741429	29.4952036291919	0.730762569528371	fixed	NT5C2,ADAL	FALSE	DLPC_CMC	0.133002882369578
Abacavir transport and metabolism	3	10	0.198381110912117	0.153437268568745	0.127341916381617	0.147991731190852	-0.00479778072130203	0.0290415474300952	-0.0306193598459611	0.0154923048420961	-1.97642378961983	0.0481067993695238	0.200649765720909	0.27318785252999	34.9021232394112	0.472853986634029	fixed	SLC22A3,NT5C2,ADAL	FALSE	DLPC_CMC	0.280327500011599
Abortive elongation of HIV-1 transcript in the absence of Tat	7	23	0.116450652148925	0.0633421021485727	0.0651016787773265	0.058538477590919	-0.000562600237572539	0.0321681566655291	-0.0564080270910665	0.0235244763306439	-2.39784411343463	0.0164918821467406	0.111115506480281	0.1512855322261	28.7248920390924	0.763980366479252	fixed	POLR2D,NCBP2,POLR2B,POLR2A,POLR2I,SUPT5H,NELFCD	TRUE	DLPC_CMC	0.157714706282337
Acetylcholine Neurotransmitter Release Cycle	2	17	0.102120843972071	0.0632424638195398	0.0221012333125385	0.000768983794532861	-0.00378494855131067	NA	-0.0146490359363841	0.0125947735957701	-1.16310434840242	0.244787168073351	0.42601193119695	0.580022031013618	44.1305894919331	0.138549541241372	fixed	PPFIA4,PPFIA1	FALSE	DLPC_CMC	0.583862118954707
Activated NOTCH1 Transmits Signal to the Nucleus	10	31	0.0743582586884996	0.0650564759416939	0.0372212363700287	0.0452435662825605	0.00180512521164922	0.0347834538934383	0.00409263337662153	0.0281595604108099	0.145337260841986	0.884444597133503	0.708283272155714	0.964338958522741	28.7911390208657	0.761192402237824	fixed	ADAM17,DNER,DTX2,NOTCH1,PSEN1,NUMB,ADAM10,MIB1,UBA52,ITCH	FALSE	DLPC_CMC	0.961457008970341
Activated NTRK2 signals through PI3K	2	7	0.0582183362292867	0.00102647879444097	0.0213010388020363	0.00318402296482719	-0.00520078043365876	NA	0.000773770651496584	0.0126401562643264	0.0612152757699963	0.95118776424305	0.723855319900015	0.985540549600986	43.8674328800311	0.144604223038876	fixed	GAB1,GRB2	FALSE	DLPC_CMC	0.986258807774652
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	7	36	0.104904096689151	0.0615120869600564	0.0431884425933006	0.0402876689813757	0.0398412503807359	0.185458205960772	-0.0135462771587304	0.0212012903895762	-0.63893644725467	0.522864276358564	0.590078787529239	0.803401669617869	51.6378199374947	0.0346390406651369	fixed	H3F3A,HIST1H2AB,HIST1H2BC,H2AFV,KDM4C,H2AFX,H2AFJ	FALSE	DLPC_CMC	0.802632469554031
Activation and oligomerization of BAK protein	2	2	0.124851234557271	0.00554752480626207	0.0592197302811093	0.0165060525562953	0.00287396973570185	NA	-0.030749249599399	0.0126371495577163	-2.43324251714845	0.0149642742918558	0.104299773310071	0.142005802935128	32.9405896665917	0.567873674354174	fixed	BAK1,BID	FALSE	DLPC_CMC	0.147876127203548
Activation of ATR in response to replication stress	14	37	0.152305448581148	0.103378845887698	0.0917874015825614	0.0923615806162382	0.0010508009152941	0.033953790790852	0.00571980252104988	0.0331777073333959	0.172398968487267	0.86312388306646	0.70689299961281	0.962446080307495	33.8432660482925	0.523842733577587	fixed	RPA2,CDC7,MCM6,ORC4,CDC25A,ATRIP,RFC4,MCM3,RPA3,MCM7,ORC5,MCM4,CHEK1,MCM8	FALSE	DLPC_CMC	0.955817342882158
Activation of BAD and translocation to mitochondria	4	15	0.0960047409121539	0.0321071803561006	0.0407059893194367	0.024309568108784	0.00154070403491475	0.0342848845527411	0.00800456435638275	0.0177519255004814	0.450912457703006	0.652052644515783	0.648008976756848	0.88227454512254	33.6559883147686	0.532954460015222	fixed	YWHAG,PPP3CC,BCL2,BID	FALSE	DLPC_CMC	0.875397502489053
Activation of BH3-only proteins	9	30	0.0818925464312332	0.0443092557664697	0.0396318856910252	0.0371853865070047	0.00250099579276122	0.0335746258410055	-0.0158818882319042	0.0265222953144549	-0.598812736364051	0.549297768115352	0.598857932891125	0.815354615886435	27.2069634923446	0.823779127525226	fixed	BCL2L11,YWHAG,PPP3CC,MAPK8,PPP1R13B,DYNLL2,BCL2,E2F1,BID	FALSE	DLPC_CMC	0.81864992805547
Activation of BIM and translocation to mitochondria	2	3	0.0326331025016538	0.00762890081358349	0.00343296183962687	0.000663275112682101	0.0106025528827725	NA	-0.00475161351800157	0.0125963830708182	-0.377220468073058	0.706009770626274	0.656720559033559	0.894135503174308	33.6292013871749	0.534259207534124	fixed	BCL2L11,MAPK8	FALSE	DLPC_CMC	0.896690381650471
Activation of BMF and translocation to mitochondria	2	3	0.0984616059639451	0.0854666615735132	0.061438562221618	0.082695581866488	0.00373553423944177	NA	0.0223375157786291	0.0125812392957917	1.77546227787757	0.0758215887815149	0.250418932931238	0.340949366546943	37.5408808801401	0.353473090924554	fixed	MAPK8,DYNLL2	TRUE	DLPC_CMC	0.348078128727814
Activation of C3 and C5	4	6	0.204638688652388	0.188410722645268	0.133638886289428	0.191506135689946	-0.0243690291220347	0.182106415474168	0.0849779287239284	0.0187583284824981	4.53014397328709	5.89435051981373e-06	0.000661895084253976	0.000901180701695966	38.3989960234203	0.31811694771976	fixed	CFB,C4A,C4B,C5	FALSE	DLPC_CMC	0.000714985601811663
Activation of DNA fragmentation factor	5	13	0.115095436411425	0.0470942200593035	0.067801936433026	0.0591655418914475	0.0134198215398909	0.0544919903803197	-0.0220407508409032	0.0194008865777396	-1.13606925913337	0.255927579364306	0.434706195544576	0.591859410429051	37.5916076608973	0.351328631291441	fixed	DFFB,CASP3,HIST1H1C,HIST1H1D,H1F0	FALSE	DLPC_CMC	0.597220310651702
Activation of E2F1 target genes at G1/S	10	29	0.151453484732967	0.217613770711682	0.105559362060688	0.199473976887538	-0.00150371952153838	0.0352685292499188	-0.0136431743905021	0.0283716637369287	-0.480873258509124	0.630606579620213	0.642038720561642	0.874145946202116	24.778773616994	0.900472104274683	fixed	CDC25A,LIN54,DHFR,E2F5,CDK1,LIN52,RBL2,E2F4,E2F1,RBL1	FALSE	DLPC_CMC	0.866797562801432
Activation of G protein gated Potassium channels	7	25	0.0863769963143605	0.0670657837617096	0.0333216597522227	0.0485311028036482	-0.00682726087741311	0.0515132913178215	0.00490407859987921	0.0240772146561919	0.203681309067784	0.838602549215585	0.702756024037374	0.956813522156422	17.9961208263169	0.992281182337541	fixed	GNG5,KCNJ10,GNG4,GNG2,KCNJ16,KCNJ2,GNG7	FALSE	DLPC_CMC	0.946629927215371
Activation of GABAB receptors	11	39	0.0894449074694945	0.0639936922477917	0.0365864362739207	0.0513411005820262	-0.00281017946285919	0.0416887937176451	-0.00386158843084412	0.0299086759770744	-0.129112650583533	0.897268512077331	0.710919008037039	0.967927554914411	23.8479375059116	0.923124937154285	fixed	GNG5,KCNJ10,GNG4,ADCY3,GNAI1,ADCY4,GNG2,ADCY7,KCNJ16,KCNJ2,GNG7	FALSE	DLPC_CMC	0.965449643499739
Activation of HOX genes during differentiation	21	91	0.106233901027944	0.0710515434129054	0.045066099803675	0.0419102793118986	0.00313926615055534	0.0679072917635576	0.0229666172768937	0.0394019646485863	0.582880003109635	0.559974083094967	0.606571484961445	0.825856739912834	32.1687659767702	0.605512612509423	fixed	RBBP5,H3F3A,MEIS1,POLR2D,RQCD1,POLR2B,CNOT6,HIST1H2AB,HIST1H2BC,H2AFV,PAX6,EED,H2AFX,H2AFJ,AJUBA,POLR2A,PCGF2,POLR2I,ZNF335,PKNOX1,EP300	FALSE	DLPC_CMC	0.82523106901837
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	4	17	0.144636217403347	0.0862683894859647	0.0841686387067074	0.0600545720720769	-0.000168619186170355	0.0320397352976746	0.0234701205759774	0.0178030423347469	1.3183207754424	0.187396289103799	0.38338025707653	0.521978327544184	34.5907402378762	0.487731235931075	fixed	IKBKE,CD14,SARM1,UBA52	FALSE	DLPC_CMC	0.521237137206227
Activation of Matrix Metalloproteinases	3	33	0.209299767255914	0.165839850636568	0.14025162835179	0.158586281375392	0.00173584349760335	0.0316977062492325	0.000140897642172286	0.0154326792688862	0.00912982377961744	0.992715555761075	0.733150921648948	0.998196659468052	27.2677532573179	0.821546282092048	fixed	CTSK,KLKB1,MMP15	FALSE	DLPC_CMC	0.998756555405605
Activation of NF-kappaB in B cells	19	67	0.128458869088018	0.0874856850544242	0.0765207441494488	0.0830383652708186	0.000934307917365206	0.0397277594725789	-0.00510174598409059	0.038364427047424	-0.132981159285504	0.894208280863122	0.710919008037039	0.967927554914411	26.1352776651772	0.860704303739704	fixed	PSMD4,PSMB4,PSME4,PSMB8,PSMB9,MAP3K7,PSMB1,CUL1,PSMD5,PSMD13,PSMC3,PSMB5,PSMA4,PSMB6,PSMC5,MALT1,UBA52,NFKBIB,PSMF1	FALSE	DLPC_CMC	0.964860770145755
Activation of NIMA Kinases NEK9, NEK6, NEK7	2	7	0.0777660580095026	0.0653672821410607	0.018738428558011	0.00845606461360705	0.00128224868081082	NA	-0.00941348068166161	0.012618688627189	-0.745995163188252	0.455670336862228	0.560240688385238	0.762776622290056	30.7203529719501	0.674856477352514	fixed	NEK6,CDK1	FALSE	DLPC_CMC	0.761591366402338
Activation of NMDA receptor and postsynaptic events	9	39	0.0854933187865971	0.0506500357926993	0.0312953494208366	0.0409698861417837	-0.000244950182414642	0.0338177156105278	-0.0225581921594148	0.0267820492899301	-0.842287754578086	0.399626903681938	0.533465966832647	0.726322412354846	38.7456057029133	0.304413507325251	fixed	ACTN2,ADCY3,CREB1,CAMK4,RPS6KA2,BRAF,NEFL,GRIA4,GRIN2A	FALSE	DLPC_CMC	0.7261434247764
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	5	10	0.0835414283548677	0.0619277240700041	0.0331893543685559	0.0495723989859241	0.0630547582551442	0.199026389677591	-0.001017431572926	0.0179051190436241	-0.0568235022870905	0.954685792065244	0.723997232940438	0.985733766466302	36.6983350531534	0.390018975484552	fixed	PRKAA2,PPARGC1A,PRKAB1,MAPK12,MAPK11	FALSE	DLPC_CMC	0.987294436290388
Activation of PUMA and translocation to mitochondria	2	9	0.0644260436506117	0.0191423340792714	0.0335419606643233	0.0120050295905892	0.00246675805678462	NA	-0.0279264034288714	0.0125335461474461	-2.22813265298918	0.0258716704156766	0.142059905402088	0.19341682432558	32.1856833719346	0.60469034453748	fixed	PPP1R13B,E2F1	FALSE	DLPC_CMC	0.20262513910334
Activation of RAC1	6	13	0.0969836703711887	0.0510297563426633	0.0248091703320355	0.0263185396150947	0.00247973493797075	0.0333956172720094	-0.00951563838340671	0.0218101766126796	-0.436293504284357	0.662623794159361	0.649757224435439	0.884654812187835	19.6818987482693	0.98276246884984	fixed	ROBO1,NCK1,SLIT2,PAK1,SOS2,PAK4	FALSE	DLPC_CMC	0.879715621643183
Activation of RAS in B cells	3	5	0.0969041780190456	0.0709521801114461	0.0323937737934089	0.0223491096627312	0.00140468329974935	0.0281613703602179	-0.014234350860623	0.0156232352166175	-0.911101360458479	0.362241969703338	0.511306661580652	0.696152165239934	39.4541124327142	0.277492627427814	fixed	RASGRP3,KRAS,RASGRP1	FALSE	DLPC_CMC	0.696393303009794
Activation of SMO	5	18	0.268314862963586	0.181597269118023	0.205228596983439	0.171555745141674	0.000644396400236236	0.0319184476621863	-0.0229892543434153	0.0198732694043397	-1.15679276900434	0.247357036848658	0.42601193119695	0.580022031013618	23.2993738578162	0.934731324020205	fixed	EFCAB7,BOC,IQCE,CDON,GAS8	FALSE	DLPC_CMC	0.586275575482585
Activation of caspases through apoptosome-mediated cleavage	4	5	0.166802407603399	0.143129163685984	0.10445466224293	0.138341962827497	-0.00203343724779862	0.0294480018675434	-0.0103308665060224	0.0178624255454199	-0.578357428544824	0.563022829408916	0.608569384956887	0.828576912584672	27.0429684794164	0.829730671557284	fixed	CASP9,CASP3,CASP7,APAF1	FALSE	DLPC_CMC	0.827324954821238
Activation of gene expression by SREBF (SREBP)	14	47	0.0893710000539255	0.087093850119887	0.0516442185432662	0.0719947910779436	0.00109826229032546	0.0339354341974412	-0.0348175933161804	0.03346823652731	-1.04031753473982	0.298192400282834	0.472358352021672	0.643123421299655	42.3911327518768	0.182363971638793	fixed	NFYC,PMVK,GGPS1,NCOA1,HMGCS1,HMGCR,CYP51A1,FDFT1,SQLE,DHCR7,CHD9,ACACA,FASN,LSS	FALSE	DLPC_CMC	0.646643989031504
Activation of kainate receptors upon glutamate binding	7	30	0.0911386698829179	0.0591031061390835	0.0431585953461381	0.0481500269241738	0.00110952776143331	0.0324949429912396	0.0115712080157766	0.0234370439594824	0.493714481902273	0.621507836150521	0.6389822547975	0.869984519372448	31.1099670658058	0.656465606579439	fixed	GNG5,GNG4,GNB4,NCALD,PLCB3,GNG2,GNG7	FALSE	DLPC_CMC	0.860819204635187
Activation of the AP-1 family of transcription factors	4	10	0.0911624274330379	0.0460691536545472	0.0314539651752718	0.0501428071854125	0.00200905365329781	0.0304144445632118	0.0397303020806372	0.0178471278932812	2.22614542340979	0.0260044422240061	0.142059905402088	0.19341682432558	29.5133611006718	0.729959581464978	fixed	MAPK9,MAPK8,MAPK3,MAPK11	FALSE	DLPC_CMC	0.202874568447153
Activation of the TFAP2 (AP-2) family of transcription factors	4	12	0.225903081960902	0.245599668546859	0.162562128511436	0.212340664039226	0.00340006276200527	0.0321910547422251	-0.023200478307642	0.0178249304384784	-1.30157468988263	0.193061816654946	0.38817273860986	0.528503367499632	43.3747169198835	0.15648217246755	fixed	CITED4,YEATS4,WWOX,EP300	FALSE	DLPC_CMC	0.528484022876716
Activation of the pre-replicative complex	12	33	0.215928280272201	0.171493778289172	0.148162197821695	0.16201292666792	0.000608056944000267	0.0329707151101612	-0.0202558190373767	0.030732041845912	-0.65911074633237	0.509824655390714	0.582860032210113	0.793573219250704	21.6846249631011	0.961823721086024	fixed	RPA2,CDC7,MCM6,ORC4,MCM3,RPA3,MCM7,ORC5,MCM4,PRIM1,POLE,MCM8	FALSE	DLPC_CMC	0.794760094469401
Activation, myristolyation of BID and translocation to mitochondria	2	4	0.101038788367318	0.039223409161374	0.0432979822042915	0.0390228046232188	-0.00450302463212531	NA	0.032151568771547	0.0126287498813214	2.54590272779896	0.0108995555846271	0.0923608250038704	0.125750734619852	31.0966149877359	0.65709974425883	fixed	NMT1,BID	FALSE	DLPC_CMC	0.12487977131179
Acyl chain remodeling of CL	2	6	0.172274144875941	0.0516959703366199	0.11007478778207	0.0530853621278959	0.0055313349495301	NA	-0.0122426312409163	0.0125291685040724	-0.97713038474477	0.328504606886209	0.49393167304379	0.672495841550422	33.3682749771213	0.546983531697274	fixed	HADHB,LCLAT1	FALSE	DLPC_CMC	0.669766081061751
Acyl chain remodeling of DAG and TAG	2	8	0.120005583124724	0.00449121029333853	0.0369866549590765	0.0274026867020351	0.00790460547779714	NA	0.025633314392984	0.0125501550992986	2.04246992887096	0.0411049393607838	0.180618354952977	0.245914767654081	37.1658947896685	0.369526876378899	fixed	MGLL,DGAT2	TRUE	DLPC_CMC	0.257186563274493
Acyl chain remodelling of PC	8	27	0.170384698046142	0.0825889550738628	0.102930778194386	0.0568201401687375	5.94504125271989e-05	0.0336370233843681	0.0109333971463237	0.0252312627274487	0.433327386917874	0.664776944623708	0.649757224435439	0.884654812187835	41.2746573623402	0.215352244781052	fixed	PLA2G5,PLB1,PLA2G12A,LPCAT1,PLBD1,PLA2G4B,LPCAT2,PLA2G4C	FALSE	DLPC_CMC	0.880798502979084
Acyl chain remodelling of PE	6	29	0.185776524479167	0.0861084125005625	0.114180578519812	0.0503053943939906	0.000280132679264846	0.0324828063254737	-0.00628045329720057	0.0217421890154409	-0.288860210567589	0.772688353670418	0.683589995896952	0.930718669514062	36.1460612215304	0.414849367914002	fixed	PLA2G5,HRASLS,PLA2G12A,PLBD1,PLA2G4B,PLA2G4C	FALSE	DLPC_CMC	0.92265571868893
Acyl chain remodelling of PG	5	18	0.132369296332779	0.0576158386089152	0.0763454259494479	0.045069304092882	-0.00408865637396465	0.0334145822888105	0.00783210178663549	0.0201253729736326	0.389165547237151	0.697153687846105	0.656720559033559	0.894135503174308	47.0156241928377	0.0843805938442687	fixed	PLA2G5,LPGAT1,PLA2G12A,LPCAT1,PLA2G4B	FALSE	DLPC_CMC	0.893255625612288
Acyl chain remodelling of PI	5	17	0.15338087710122	0.118254306505677	0.0879260860815763	0.0691902135558806	-0.000657273158638667	0.02946779508616	-0.0160281534744198	0.0199472711768011	-0.803526123064929	0.421670704066124	0.54446431498443	0.741296838575418	34.674704734988	0.483708261999907	fixed	PLA2G5,PLA2G12A,PLBD1,PLA2G4C,MBOAT7	FALSE	DLPC_CMC	0.742931390041289
