path	ngenes_tscore	ngenes_path	mean_dev_geno	sd_dev_geno	mean_test_dev_geno	sd_test_dev_geno	mean_gene_corr	sd_gene_corr	Dx_beta	Dx_se_beta	Dx_z	Dx_pval	Dx_qval	Dx_pval_BHcorr	Dx_Cochran_stat	Dx_Cochran_pval	Dx_model	genes_path	improvement_sign	tissue	Dx_pval_BHcorr_overall
Alanine and aspartate metabolism WP106	5	12	0.137980503479411	0.0462731738835329	0.0551731077678255	0.037111247904308	-0.00115259000696869	0.0337111587583538	-0.00525045865879623	0.0199521637830713	-0.263152343569426	0.792433160858003	0.796330337512424	0.92105858871293	40.1689805368831	0.251865317051347	fixed	ASL,ASS1,ABAT,GOT2,ASPA	FALSE	DLPC_CMC	0.920955026552715
Allograft Rejection WP2328	26	89	0.273836201313293	0.229555089454963	0.194823297188626	0.231697304852997	0.00308402773559353	0.114474078824121	-0.0654118808177985	0.0439066997948251	-1.48979269959862	0.136278751268473	0.332679826267785	0.384787062405102	32.5243140247689	0.588199159899117	fixed	CASP9,C1QA,CD55,PECR,IL12A,CASP3,BHMT2,HLA-F,HLA-A,HLA-C,HLA-B,MICA,C4A,C4B,HLA-DRA,HLA-DRB1,HLA-DQA1,HLA-DMA,HLA-DPA1,HLA-DPB1,C5,VIM,FAS,CASP7,LRRK2,CD40	FALSE	DLPC_CMC	0.407554747121216
Alpha 6 Beta 4 signaling pathway WP244	11	33	0.111337903582708	0.0623265611724175	0.0525508764297739	0.0423367143077361	0.00040937806946871	0.0342823244499345	0.0441580846821617	0.0294495755187693	1.49944723834876	0.133757646627187	0.328673570320649	0.380153311466742	37.3117240744436	0.363242081785358	fixed	MTOR,LAMC1,LAMB3,ITGA6,RHOA,PRKCD,GAB1,LAMA2,LAMB1,MAPK3,GRB2	FALSE	DLPC_CMC	0.402635820596359
Alzheimers Disease WP2059	21	83	0.145908189563431	0.139871599527987	0.0952127529097397	0.141700147663261	-0.000683126559144841	0.0335194178961389	0.0633995596296861	0.0410647233820596	1.54389350294234	0.122614134316965	0.31802978494842	0.367842402950896	26.174376487601	0.859440602461198	fixed	CASP9,ADAM17,EIF2AK3,MME,SNCA,CASP3,LPL,PPP3CC,FAS,CASP7,PLCB3,FADD,ITPR2,APAF1,NOS1,PSEN1,ADAM10,GRIN2A,MAPK3,MAPT,BID	FALSE	DLPC_CMC	0.38506182132955
Amino Acid metabolism WP3925	37	91	0.197980862282673	0.133706644528326	0.113932435882888	0.124020576517274	4.99272457334193e-05	0.0337115293549347	0.000813961075619328	0.0540866589942667	0.0150492023496147	0.987992927018517	0.860173967269083	0.994901968466199	31.023411460261	0.660571787871221	fixed	HMGCL,ACADM,GCLM,SUCLG1,HNMT,HIBCH,IDH1,CPS1,FARSB,LARS2,MCCC1,ADH5,HADH,TDO2,SDHA,BHMT,ALDH7A1,RARS,VARS,MUT,HIBADH,ASNS,DLD,AUH,ASS1,TPH1,PDHX,BCAT1,DLST,FAH,GOT2,PNMT,ACLY,ACSS1,GSS,CBS,FTCD	FALSE	DLPC_CMC	0.995613748995883
Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678	6	17	0.0746748888074468	0.0273783418253905	0.0260390622875795	0.0138354757403465	0.00298638033816122	0.0336010666210859	-0.0444357316955715	0.0217670131272219	-2.0414253180194	0.0412085700430876	0.162014427560865	0.187390550090672	40.8166377664951	0.230013308024073	fixed	EPAS1,VHL,PIK3CG,WNT2,TNC,NOTCH1	TRUE	DLPC_CMC	0.211673328102513
Amyotrophic lateral sclerosis (ALS) WP2447	14	38	0.111515435356643	0.0505569960681242	0.0503879010841591	0.0516227307918329	8.37722540861126e-05	0.0340994586083181	0.0130339455725091	0.0332499426327679	0.391999039410795	0.695058923559938	0.754546865990937	0.872730622920082	24.4839427371682	0.908054840513949	fixed	CASP9,ALS2,GPX1,CASP3,MAP3K5,PPP3CC,NEFL,DERL1,CAT,APAF1,NOS1,BCL2,CST3,BID	FALSE	DLPC_CMC	0.86974570560274
Androgen receptor signaling pathway WP138	21	90	0.106925412759158	0.0647524488554757	0.0458195813100385	0.0473783961769573	-0.00031360013146721	0.0337286505710269	-0.042533490701493	0.040937501707683	-1.03898598906221	0.298811252481845	0.527664464709008	0.610311907363771	30.3450595425487	0.692322275530523	fixed	PRDX1,NCOA1,CREB1,NR2C2,KAT2B,CTNNB1,RHOA,RNF4,RNF14,RUNX2,EGFR,CAV1,PTEN,RAN,RB1,SMARCE1,BRCA1,ROCK1,LIMK2,EP300,EFCAB6	FALSE	DLPC_CMC	0.599935285555655
Angiogenesis WP1539	5	24	0.15108900280603	0.170113519880749	0.0861544871303586	0.147449159954124	0.00138505472301702	0.0324920922933063	-0.00770759033155659	0.0198679733059991	-0.387940441274366	0.698060109409023	0.754546865990937	0.872730622920082	28.4746124412382	0.774388033107222	fixed	ARNT,FGF2,ANGPT1,TEK,FGFR2	FALSE	DLPC_CMC	0.872060193754248
Angiopoietin Like Protein 8 Regulatory Pathway WP3915	39	132	0.0925844735367892	0.05738316632692	0.0388199819478125	0.0482949135322771	0.00145837481584932	0.0421443300204003	0.104822689035483	0.0544546969716873	1.9249522055	0.0542353378375806	0.196668532169171	0.227472484911018	42.0636518433891	0.191637792562539	fixed	PIK3CD,MTOR,MAP3K6,PRKAA2,MAP4K4,MAP3K2,THRB,EIF4E,MAPK9,FLOT1,MAPK13,MAP3K7,MAP3K5,MAP3K4,RPS6KA2,MLXIPL,PIK3CG,LPL,RAPGEF1,MAP3K8,MAPK8,CBL,PIK3C2G,SLCO1C1,PRKAB1,SOS2,MAP4K5,MAP3K9,MAP2K1,MAP2K5,MAPK3,CRK,FLOT2,RPS6KB1,EXOC7,FASN,PIK3C3,MAPK12,MAPK11	FALSE	DLPC_CMC	0.247507059852225
Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864	19	53	0.124010250738965	0.121730679741554	0.0720856626815974	0.116179921019642	-0.000283884120687309	0.0338700061412932	-0.0946887091818715	0.0391229415387641	-2.42028603825843	0.0155083028038979	0.0877627226811404	0.101508891080059	46.9023540545307	0.0861175425732834	fixed	VAV3,HSPD1,ANXA5,F2R,CTNNA1,SQSTM1,GCLC,CUL1,TRAF1,ABL1,VIM,HELLS,CASP7,CUL5,YBX3,ERBB3,AXIN1,RPS6KB1,SMAD7	TRUE	DLPC_CMC	0.123557578470033
Apoptosis Modulation and Signaling WP1772	29	91	0.131583822242332	0.130703905597912	0.0838182198880418	0.127149336694584	0.000479279995789138	0.0334066288751715	-0.00495853102325891	0.0478533451634701	-0.103619318697998	0.917471456086935	0.8544201892358	0.988246983185018	36.2398276424185	0.410588813295963	fixed	DFFB,TNFRSF25,CASP9,IL1R1,BCL2L11,BOK,PTPN13,CASP6,CASP3,RIPK1,BAK1,MAP3K5,TNFRSF11B,ENDOG,MAPK8,AIFM2,FAS,CASP7,BNIP3,TRAF6,MADD,FADD,CRADD,APAF1,DIABLO,MAPK3,SEPT4,BCL2,BID	FALSE	DLPC_CMC	0.973698133044443
Apoptosis Modulation by HSP70 WP384	9	19	0.176854450409013	0.198572655580972	0.127248713756654	0.200143024374008	0.000975351049105271	0.0328802366962995	0.0162067599328603	0.0267753154750519	0.605287356855276	0.544988080601345	0.695942352026681	0.804946955286945	27.5738311363219	0.810088335839741	fixed	CASP9,CASP6,CASP3,RIPK1,FAS,CASP7,FADD,APAF1,BID	FALSE	DLPC_CMC	0.793321594320925
Apoptosis WP254	23	84	0.122625270207777	0.134311913370794	0.0745515950355313	0.132800012205409	0.000133900001626553	0.0332905512513661	-0.131097747638178	0.042694231666007	-3.0706196720846	0.00213615062280245	0.0284249993867434	0.0328771724321143	30.4886759835584	0.685669969091584	fixed	DFFB,TNFRSF25,CASP9,IRF6,BCL2L11,BOK,CASP6,IRF2,CASP3,RIPK1,BAK1,IRF5,TRAF1,FAS,HELLS,CASP7,FADD,CRADD,APAF1,DIABLO,BCL2,NFKBIB,BID	FALSE	DLPC_CMC	0.0383152495766891
Arachidonate Epoxygenase / Epoxide Hydrolase WP678	4	7	0.174566122297779	0.111191404936605	0.124120285853108	0.096441609668761	-0.000390047310638115	0.0324217252314346	-0.049221534589324	0.0178208160604553	-2.76202472559871	0.00574441279988519	0.0498961385577846	0.0577113099895442	34.4431577586722	0.494820935135578	fixed	CYP2J2,EPHX2,CYP2C8,GSTP1	TRUE	DLPC_CMC	0.0692223692068793
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	18	74	0.13086879808949	0.0745449335576941	0.064124071032883	0.0554362022864362	0.00107979303525677	0.0340135316082453	0.0377013284482155	0.0376813835036822	1.0005293049957	0.317054423027742	0.543209146473145	0.628291333706351	42.6083372382341	0.176395432756133	fixed	ACTN2,ITGA6,ITGA4,ITGAV,ITGA9,CTNNB1,ITGB5,ITGA1,ITGA2,CTNNA1,LAMA2,ACTB,CACNA2D1,ITGA8,CTNNA3,JUP,ITGB3,ITGA3	FALSE	DLPC_CMC	0.6174468268273
Aryl Hydrocarbon Receptor Pathway WP2873	9	46	0.186512052042415	0.133981063952501	0.108306310111934	0.108332249082539	2.16692552333888e-05	0.0326660620356803	-0.0213775111183497	0.026651658859342	-0.802108087574309	0.422490437085157	0.609416423406352	0.704868575815596	45.7805073260547	0.104959930779078	fixed	ARNT,NCOA1,CYP1B1,IL12A,AHRR,EGFR,MYOF,MGST1,EP300	FALSE	DLPC_CMC	0.71183326700053
Aryl Hydrocarbon Receptor WP2586	16	46	0.150654411263834	0.122062539292292	0.0717606821612432	0.0934159614868514	-0.000546565260799613	0.0337141705369605	-0.00175062943658387	0.0357750611122458	-0.0489343520921235	0.960971612633601	0.860173967269083	0.994901968466199	33.0757244820301	0.56127119594856	fixed	PSRC1,ARNT,CYP1B1,AHRR,GCLC,ESR1,EGFR,CD36,LPL,RET,KRAS,RB1,MAP2K1,NF1,E2F1,EP300	FALSE	DLPC_CMC	0.989583312096689
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680	24	66	0.090371164623004	0.0701938029076755	0.0402584046330181	0.0556310313126117	0.00305290469960988	0.0569708589040004	0.0897882370621492	0.0425427860431138	2.11053965697394	0.0348118990673931	0.142881524297954	0.165260883484767	34.8836133048114	0.473735022733914	fixed	ACTR2,TGFA,FN1,CAMK1,CTNNB1,GPX1,RHOA,NCK1,EGFR,PIK3CG,WNT16,NEFL,FZD3,FZD6,MAPK8,PAK1,CBL,NOS1,DAAM1,MAP2K1,AXIN1,PFN1,ERBB2,GRB2	FALSE	DLPC_CMC	0.191724132018721
BDNF-TrkB Signaling WP3676	12	34	0.101063627337736	0.0659917914648052	0.0421310353264065	0.0687701179399076	0.000130787982969329	0.033580767964506	-0.0210965592170608	0.0308078152499612	-0.684779464103266	0.49348309597523	0.648998498530422	0.750650343173589	33.5349464457984	0.538852720667216	fixed	MTOR,MKNK1,CREB1,GAB1,PIK3CG,BRAF,GAB2,KRAS,MAP2K1,EEF2K,RPS6KB1,GRB2	FALSE	DLPC_CMC	0.753919378605323
BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876	6	13	0.106207340079138	0.0931806151511998	0.0461945296626227	0.0710784939599657	0.000278928938286907	0.0321827117913338	-0.0172468340819143	0.0218122171702711	-0.790696055668326	0.42912137833218	0.609416423406352	0.704868575815596	30.1277908173609	0.70230625096709	fixed	BCL2L11,CTNNB1,SFRP1,DKK1,DCN,SMAD9	FALSE	DLPC_CMC	0.713551830380561
BMP Signaling Pathway in Eyelid Development WP3927	8	20	0.124357089706212	0.0595006042365492	0.0632524006018653	0.0427953077151817	-0.000334061892619306	0.034489678240921	0.0212531878020237	0.0252428261654308	0.841949616209348	0.399816156142238	0.602024510291527	0.696318876349547	23.4157839877954	0.932374414004202	fixed	TGFA,MAPK9,EGFR,SFRP1,NOTCH1,FGFR2,BMP4,MAPK3	FALSE	DLPC_CMC	0.692683368059299
B Cell Receptor Signaling Pathway WP23	28	97	0.088984570925037	0.0473376561039005	0.0297137086884476	0.0340495546329014	0.000373573636239984	0.0336314703834774	0.0167727518480048	0.0470150221621763	0.356753035022465	0.72127669826839	0.763429008890005	0.883003965047066	42.3216998952081	0.184302522480367	fixed	KLF11,RASGRP3,CREB1,PRKCD,HCLS1,NCK1,SH3BP2,TEC,DAPP1,GAB1,MAPK9,MAP3K7,PIK3CG,BRAF,LYN,PIP5K1B,RAPGEF1,MAPK8,CD81,GAB2,CBL,MAX,MAP2K1,NFATC3,CRK,GRB2,MALT1,CRKL	FALSE	DLPC_CMC	0.883239776335543
Benzene metabolism WP3891	2	6	0.178020108420472	0.0683863416581493	0.0595059856305391	0.0166654213540507	-0.00239337864590544	NA	0.0118442502143671	0.0125376179265638	0.944697013718403	0.344813582069702	0.574944729586145	0.664997622562998	31.1746562980907	0.653389675534662	fixed	GSTM1,CYP2E1	FALSE	DLPC_CMC	0.642552975779077
Benzo(a)pyrene metabolism WP696	4	9	0.199654085826743	0.129525313615403	0.130066240285114	0.100329417646033	0.0732580696503706	0.132926138526918	0.0147140471833917	0.0160756499723672	0.915300296329165	0.360034003596938	0.579622567582079	0.67040814462878	36.931296141635	0.379745066273818	fixed	CYP1B1,AKR1C1,AKR1C2,AKR1C3	FALSE	DLPC_CMC	0.653553677628031
Biogenic Amine Synthesis WP550	5	15	0.210107436884586	0.18631209190589	0.121575193091514	0.155033840867302	0.000556179830540364	0.0349443180848296	-0.0537621919630752	0.0199281207462971	-2.69780541012955	0.00697982270504378	0.0532032377428556	0.0615363960934472	61.4840698338572	0.00372035009416445	fixed	ACHE,TPH1,PAH,PNMT,COMT	TRUE	DLPC_CMC	0.0787202612907981
Bladder Cancer WP2828	10	40	0.0943062617494351	0.0556889743043289	0.0389233665357162	0.0353364902726991	-0.000988356644176751	0.0340997625650452	0.0059278491098386	0.0282347251512724	0.209948886630882	0.833707566403469	0.823780854987697	0.95280864731825	34.8843813610155	0.473698456000414	fixed	EGFR,BRAF,DAPK1,KRAS,RB1,DAPK2,MAP2K1,CDH1,ERBB2,E2F1	FALSE	DLPC_CMC	0.937424112375638
Blood Clotting Cascade WP272	3	23	0.234159007884827	0.174732699351205	0.172625981023308	0.150271399977843	0.00613051959010468	0.0303799523208612	0.0135742935781388	0.0153355273124429	0.885153363270721	0.376073921593507	0.592822807587627	0.685675922154576	35.8335210955067	0.42917405863942	fixed	F5,KLKB1,F7	FALSE	DLPC_CMC	0.672490351593962
Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425	3	12	0.0694728682014244	0.0347459286802035	0.0257737961967915	0.019167264113152	0.00437480890699152	0.0336891352809651	0.00732574603647935	0.0153541506973701	0.477118284226175	0.633277895411115	0.742962207942983	0.859331473986861	33.5674996555112	0.537265819785943	fixed	RUNX2,BMPR1A,TOB2	FALSE	DLPC_CMC	0.847595029088344
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380	37	144	0.09296805558538	0.0488848407429243	0.0332369043827784	0.0391804629634087	-0.000187743859643207	0.0336041107150759	-0.0592453590725201	0.0544695939806385	-1.08767763338899	0.276737445097506	0.52133393535865	0.602989834908938	29.7913138540338	0.717562420272255	fixed	MTOR,ALPL,PRKAA2,VAV3,RAP1A,KIDINS220,ADAM17,BCL2L11,MAP3K2,CREB1,CAMK1,CTNNB1,PRKCD,NCK1,SPP1,EIF4E,CASP3,CAMK4,SQSTM1,MAPK9,SH2B2,JAK2,RPS6,MAPK8,TRAF6,CFL1,NCAM1,GRIP1,CYFIP1,MAP2K1,MAP2K5,LINGO1,MEF2A,MAPK3,MAPT,RPS6KB1,GRB2	FALSE	DLPC_CMC	0.578567693483936
Breast cancer pathway WP4262	45	154	0.119818261698017	0.0906753583434671	0.0646983591696512	0.0837114264040357	-0.000381834707060951	0.0362317002778715	0.0626220602774179	0.060544705794867	1.03431108393836	0.300990756833622	0.527664464709008	0.610311907363771	41.8565761034937	0.197673616950993	fixed	PIK3CD,MTOR,WNT2B,PARP1,NCOA1,WNT7A,CTNNB1,WNT5A,DVL3,FGF5,FGF2,FGF1,CSNK2B,NOTCH4,BAK1,HEY2,ESR1,EGFR,CDK6,WNT2,WNT16,BRAF,FZD3,FGFR1,HEY1,FZD6,NOTCH1,PTEN,FRAT2,ATM,LRP6,KRAS,WNT10B,BRCA2,RB1,SOS2,MAP2K1,AXIN1,MAPK3,ERBB2,BRCA1,WNT3,RPS6KB1,GRB2,E2F1	FALSE	DLPC_CMC	0.601708245807213
Calcium Regulation in the Cardiac Cell WP536	35	149	0.141256854541967	0.139169859693187	0.0833962298931352	0.129105444125111	0.000309034626124849	0.0338973883354723	-0.108313397117116	0.0528189083928141	-2.05065572941397	0.0403004850814968	0.160129803751808	0.185210739949007	30.4790421965145	0.686117465056204	fixed	GNG5,GJA5,CASQ1,GNG4,RGS7,ADCY3,CAMK1,PRKAR2A,PRKCD,ATP1B3,GNB4,GRK4,CAMK4,ANXA6,RGS14,YWHAG,GNAI1,ADRA1A,CACNA1B,PRKCQ,PLCB3,ITPR2,ADCY4,GNG2,SLC8A3,RGS6,CHRM5,GJD2,ADCY7,GJC1,RGS9,GNG7,RYR1,GNAS,GNAZ	FALSE	DLPC_CMC	0.207419560121831
Caloric restriction and aging WP4191	3	8	0.0690867341546595	0.0578901803689452	0.0297244743367351	0.0356749593333977	0.00229971966861254	0.0374301130289772	0.00167397345292623	0.0154652460655116	0.108240984064216	0.913804535334368	0.8544201892358	0.988246983185018	26.5790026027536	0.84598622399184	fixed	MTOR,PPARGC1A,NAMPT	FALSE	DLPC_CMC	0.972674995755991
Cannabinoid receptor signaling WP3869	9	29	0.107449655675933	0.0440267219478309	0.0489482705222427	0.0437923026198836	0.0179512136442251	0.108886793288452	0.00968995342632662	0.0250066367858482	0.387495268128594	0.69838958733889	0.754546865990937	0.872730622920082	30.5621922831635	0.682249287250858	fixed	FAAH,MAPK9,MAPK13,DAGLB,MAPK8,MAPK3,ADCY7,MAPK12,MAPK11	FALSE	DLPC_CMC	0.872060193754248
Canonical  and Non-canonical Notch signaling WP3845	6	27	0.0518437993669247	0.0263415170417056	0.0127389514116721	0.00791841940454252	-0.000675727414442749	0.0326421468934954	0.0785742694422919	0.0220044541465908	3.57083474640364	0.000355845360112808	0.0120825436742574	0.0139750177789757	36.3957405281123	0.403544091203963	fixed	DNER,NOTCH4,HEY1,NOTCH1,PSEN1,ADAM10	FALSE	DLPC_CMC	0.0123075048551017
Canonical and Non-Canonical TGF-B signaling WP3874	5	17	0.125341849540951	0.12287269986215	0.0465676028836878	0.0505188042119134	0.00259924568357181	0.0323512814258226	0.00521403894270174	0.019882439996809	0.26224341396421	0.793133784725023	0.796330337512424	0.92105858871293	35.2674301101789	0.455561881255869	fixed	LOX,MAPK9,MAPK8,BMPR1A,GREM1	FALSE	DLPC_CMC	0.921356487942995
Cardiac Hypertrophic Response WP2795	13	55	0.131316692246401	0.075215264329586	0.0700478792641823	0.0710310218859005	-0.000199178406903316	0.0330900007378502	0.109648729243079	0.0322614919977609	3.39874948284133	0.000676946913852043	0.0177993729558927	0.0205872670705251	40.9240562172471	0.226515814363452	fixed	MTOR,IKBKE,FGF2,CDK7,MAP3K7,CDK9,MAPK8,PRKG1,FGFR2,MAP2K1,MAP2K5,MEF2A,MAPK3	FALSE	DLPC_CMC	0.0188817235971204
Cardiac Progenitor Differentiation WP2406	12	53	0.0699939491472002	0.0569041847925688	0.0234808710443727	0.0289525372545428	0.000567448193161932	0.0334935269272138	0.00348697898608239	0.0309877157171425	0.112527784168143	0.910404941061599	0.8544201892358	0.988246983185018	28.1151235339732	0.788976224119073	fixed	TNNT2,SCN5A,FGF2,LIN28B,ROR2,NOTCH1,DKK1,PAX6,NCAM1,THY1,BMP4,MYLK3	FALSE	DLPC_CMC	0.971847908277279
Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs) WP688	3	5	0.222807100237382	0.161406732027908	0.149989911691645	0.13803341124267	-0.0043671350654414	0.0328939786838838	0.0113219924834762	0.015465799565413	0.732066417619699	0.464128029979995	0.617681719676677	0.714428455377414	38.0362910318513	0.3328183995066	fixed	FMO5,FMO2,FMO4	FALSE	DLPC_CMC	0.732774260357947
Cell-type Dependent Selectivity of CCK2R Signaling WP3679	3	13	0.161697704034698	0.0820436694669908	0.0941913204040511	0.0805876696635311	-0.000354885977763986	0.0321046774801835	-0.0116257339876409	0.0154972620765215	-0.75017986598123	0.4531463833013	0.617681719676677	0.714428455377414	39.6529985215637	0.270205750224617	fixed	CD38,GNAI1,RYR1	FALSE	DLPC_CMC	0.727840073240601
Cell Cycle WP179	37	120	0.116582114282894	0.0916387958673477	0.0641709218341283	0.0734698259397892	-0.000491973644738705	0.0338902722361911	0.00278130214523439	0.0546603442035288	0.0508833631723605	0.959418462600546	0.860173967269083	0.994901968466199	31.093173848323	0.657263134293362	fixed	CDC7,TGFB2,MCM6,ORC4,CDC25A,ANAPC13,ANAPC4,SKP2,CDK7,CDC23,CCND3,MCM3,MAD1L1,YWHAG,CDK6,MCM7,ORC5,CUL1,MCM4,E2F5,RAD21,CDKN2B,ABL1,CDK1,ATM,CHEK1,CCND2,RB1,CDC16,TGFB3,RBL2,E2F4,CDKN2D,CDC25B,E2F1,RBL1,EP300	FALSE	DLPC_CMC	0.989161960248735
Cell Differentiation - Index expanded WP2023	2	19	0.0733044664071344	0.0148339054450686	0.018021510641858	0.012122626286998	-0.00287105805946054	NA	-0.00161580191458114	0.0126506763178047	-0.127724547999623	0.898366962705589	0.853789822321769	0.98751788266874	28.2202963425406	0.784753578883701	fixed	RUNX2,MEF2A	FALSE	DLPC_CMC	0.964726495664349
Cells and Molecules involved in local acute inflammatory response  WP4493	3	17	0.112040067683092	0.0523285023733253	0.0652707773170587	0.0563997559672974	-0.00194068738047902	0.0314368002064704	0.00153083191969229	0.0153911503909929	0.099461825841696	0.920771596128766	0.8544201892358	0.988246983185018	23.0408448509758	0.939764457958109	fixed	ITGA4,C5,ITGB2	FALSE	DLPC_CMC	0.973698133044443
Cerebral Organic Acidurias, including diseases WP4519	3	7	0.197257890553297	0.0327716523564333	0.0876098612752433	0.0797491573857891	0.00234011135276089	0.0359756495256441	0.0413424875994542	0.0153961352040237	2.6852510095293	0.00724753533550708	0.0541389824015974	0.0626187052987812	46.4722858213899	0.0929829720264004	fixed	ALDH7A1,ADHFE1,GCDH	TRUE	DLPC_CMC	0.0804289273133974
